entity_id,entity_name,entity_type,description,image_path,audio_path,video_path,source_node_id,raw_type
E0481,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂前:砂比:var,stat
E0482,排量平均值: 8.3459,施工参数,排量平均值: 8.3459 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂前:排量:mean,stat
E0483,排量方差: 54.6486,施工参数,排量方差: 54.6486 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂前:排量:var,stat
E0484,施工泵压平均值: 59.9171,施工参数,施工泵压平均值: 59.9171 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂前:施工泵压:mean,stat
E0485,施工泵压方差: 274.3572,施工参数,施工泵压方差: 274.3572 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂前:施工泵压:var,stat
E0486,工况 缝高延伸,工况事件,工况 缝高延伸 为工况事件实体。,,,,worktype:红页L1HF:16:加砂前:缝高延伸,worktype
E0487,工况时间 2024-01-12 08:24:50,时间点,工况时间 2024-01-12 08:24:50 为时间点实体。,,,,worktype_time:红页L1HF:16:加砂前:缝高延伸,time
E0488,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂前:缝高延伸:砂比:mean,stat
E0489,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂前:缝高延伸:砂比:var,stat
E0490,排量平均值: 17.3989,施工参数,排量平均值: 17.3989 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂前:缝高延伸:排量:mean,stat
E0491,排量方差: 11.6116,施工参数,排量方差: 11.6116 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂前:缝高延伸:排量:var,stat
E0492,施工泵压平均值: 80.4586,施工参数,施工泵压平均值: 80.4586 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂前:缝高延伸:施工泵压:mean,stat
E0493,施工泵压方差: 47.5503,施工参数,施工泵压方差: 47.5503 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂前:缝高延伸:施工泵压:var,stat
E0494,当前建议: 保持当前措施,处置建议,当前建议: 保持当前措施 为处置建议实体。,,,,suggestion:红页L1HF:16:加砂前:缝高延伸,suggestion
E0495,施工情况 加砂中,施工阶段,施工情况 加砂中 为施工阶段实体。,,,,condition:红页L1HF:16:加砂中,condition
E0496,施工时间 2024-01-12 08:35:20,时间点,施工时间 2024-01-12 08:35:20 为时间点实体。,,,,condition_time:红页L1HF:16:加砂中,time
E0497,砂比平均值: 9.7534,施工参数,砂比平均值: 9.7534 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂中:砂比:mean,stat
E0498,砂比方差: 8.2606,施工参数,砂比方差: 8.2606 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂中:砂比:var,stat
E0499,排量平均值: 23.6068,施工参数,排量平均值: 23.6068 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂中:排量:mean,stat
E0500,排量方差: 2.1272,施工参数,排量方差: 2.1272 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂中:排量:var,stat
E0501,施工泵压平均值: 82.1263,施工参数,施工泵压平均值: 82.1263 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂中:施工泵压:mean,stat
E0502,施工泵压方差: 28.1115,施工参数,施工泵压方差: 28.1115 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂中:施工泵压:var,stat
E0503,工况 缝内暂堵,工况事件,工况 缝内暂堵 为工况事件实体。,,,,worktype:红页L1HF:16:加砂中:缝内暂堵,worktype
E0504,工况时间 2024-01-12 08:53:20,时间点,工况时间 2024-01-12 08:53:20 为时间点实体。,,,,worktype_time:红页L1HF:16:加砂中:缝内暂堵,time
E0505,砂比平均值: 6.875,施工参数,砂比平均值: 6.875 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝内暂堵:砂比:mean,stat
E0506,砂比方差: 2.3081,施工参数,砂比方差: 2.3081 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝内暂堵:砂比:var,stat
E0507,排量平均值: 24.09,施工参数,排量平均值: 24.09 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝内暂堵:排量:mean,stat
E0508,排量方差: 0.0,施工参数,排量方差: 0.0 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝内暂堵:排量:var,stat
E0509,施工泵压平均值: 78.4248,施工参数,施工泵压平均值: 78.4248 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝内暂堵:施工泵压:mean,stat
E0510,施工泵压方差: 4.2795,施工参数,施工泵压方差: 4.2795 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝内暂堵:施工泵压:var,stat
E0511,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:16:加砂中:缝内暂堵,suggestion
E0512,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:16:加砂中:缝口暂堵,worktype
E0513,工况时间 2024-01-12 09:11:10,时间点,工况时间 2024-01-12 09:11:10 为时间点实体。,,,,worktype_time:红页L1HF:16:加砂中:缝口暂堵,time
E0514,砂比平均值: 7.2583,施工参数,砂比平均值: 7.2583 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:砂比:mean,stat
E0515,砂比方差: 3.6691,施工参数,砂比方差: 3.6691 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:砂比:var,stat
E0516,排量平均值: 21.7429,施工参数,排量平均值: 21.7429 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:排量:mean,stat
E0517,排量方差: 4.9445,施工参数,排量方差: 4.9445 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:排量:var,stat
E0518,施工泵压平均值: 79.7519,施工参数,施工泵压平均值: 79.7519 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:施工泵压:mean,stat
E0519,施工泵压方差: 76.2462,施工参数,施工泵压方差: 76.2462 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:施工泵压:var,stat
E0520,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:16:加砂中:缝口暂堵,suggestion
E0521,工况 主缝延伸,工况事件,工况 主缝延伸 为工况事件实体。,,,,worktype:红页L1HF:16:加砂中:主缝延伸,worktype
E0522,工况时间 2024-01-12 10:24:10,时间点,工况时间 2024-01-12 10:24:10 为时间点实体。,,,,worktype_time:红页L1HF:16:加砂中:主缝延伸,time
E0523,砂比平均值: 12.1309,施工参数,砂比平均值: 12.1309 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:砂比:mean,stat
E0524,砂比方差: 3.9306,施工参数,砂比方差: 3.9306 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:砂比:var,stat
E0525,排量平均值: 23.867,施工参数,排量平均值: 23.867 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:排量:mean,stat
E0526,排量方差: 0.1132,施工参数,排量方差: 0.1132 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:排量:var,stat
E0527,施工泵压平均值: 87.4897,施工参数,施工泵压平均值: 87.4897 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:施工泵压:mean,stat
E0528,施工泵压方差: 0.7559,施工参数,施工泵压方差: 0.7559 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:施工泵压:var,stat
E0529,当前建议: 保持当前措施,处置建议,当前建议: 保持当前措施 为处置建议实体。,,,,suggestion:红页L1HF:16:加砂中:主缝延伸,suggestion
E0530,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:16:加砂后,condition
E0531,施工时间 2024-01-12 10:40:40,时间点,施工时间 2024-01-12 10:40:40 为时间点实体。,,,,condition_time:红页L1HF:16:加砂后,time
E0532,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂后:砂比:mean,stat
E0533,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂后:砂比:var,stat
E0534,排量平均值: 2.2226,施工参数,排量平均值: 2.2226 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂后:排量:mean,stat
E0535,排量方差: 45.4675,施工参数,排量方差: 45.4675 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂后:排量:var,stat
E0536,施工泵压平均值: 37.6163,施工参数,施工泵压平均值: 37.6163 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂后:施工泵压:mean,stat
E0537,施工泵压方差: 215.7261,施工参数,施工泵压方差: 215.7261 为施工参数特征。,,,,condition_stats:红页L1HF:16:加砂后:施工泵压:var,stat
E0538,工况 主缝延伸,工况事件,工况 主缝延伸 为工况事件实体。,,,,worktype:红页L1HF:16:加砂后:主缝延伸,worktype
E0539,工况时间 2024-01-12 10:40:40,时间点,工况时间 2024-01-12 10:40:40 为时间点实体。,,,,worktype_time:红页L1HF:16:加砂后:主缝延伸,time
E0540,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:砂比:mean,stat
E0541,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:砂比:var,stat
E0542,排量平均值: 24.07,施工参数,排量平均值: 24.07 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:排量:mean,stat
E0543,排量方差: 0.0,施工参数,排量方差: 0.0 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:排量:var,stat
E0544,施工泵压平均值: 86.035,施工参数,施工泵压平均值: 86.035 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:施工泵压:mean,stat
E0545,施工泵压方差: 0.0903,施工参数,施工泵压方差: 0.0903 为施工参数特征。,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:施工泵压:var,stat
E0546,当前建议: 保持当前措施,处置建议,当前建议: 保持当前措施 为处置建议实体。,,,,suggestion:红页L1HF:16:加砂后:主缝延伸,suggestion
E0547,段号 17,压裂段,段号 17 为压裂段实体。,,,,segment:红页L1HF:17,segment
E0548,段号时间 2024-01-12 14:47:30,时间点,段号时间 2024-01-12 14:47:30 为时间点实体。,,,,segment_time:红页L1HF:17,time
E0549,砂比平均值: 8.9616,施工参数,砂比平均值: 8.9616 为施工参数特征。,,,,segment_stats:红页L1HF:17:砂比:mean,stat
E0550,砂比方差: 6.0108,施工参数,砂比方差: 6.0108 为施工参数特征。,,,,segment_stats:红页L1HF:17:砂比:var,stat
E0551,排量平均值: 18.2514,施工参数,排量平均值: 18.2514 为施工参数特征。,,,,segment_stats:红页L1HF:17:排量:mean,stat
E0552,排量方差: 53.2549,施工参数,排量方差: 53.2549 为施工参数特征。,,,,segment_stats:红页L1HF:17:排量:var,stat
E0553,施工泵压平均值: 80.449,施工参数,施工泵压平均值: 80.449 为施工参数特征。,,,,segment_stats:红页L1HF:17:施工泵压:mean,stat
E0554,施工泵压方差: 193.6291,施工参数,施工泵压方差: 193.6291 为施工参数特征。,,,,segment_stats:红页L1HF:17:施工泵压:var,stat
E0555,施工情况 加砂前,施工阶段,施工情况 加砂前 为施工阶段实体。,,,,condition:红页L1HF:17:加砂前,condition
E0556,施工时间 2024-01-12 14:47:30,时间点,施工时间 2024-01-12 14:47:30 为时间点实体。,,,,condition_time:红页L1HF:17:加砂前,time
E0557,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂前:砂比:mean,stat
E0558,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂前:砂比:var,stat
E0559,排量平均值: 9.0424,施工参数,排量平均值: 9.0424 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂前:排量:mean,stat
E0560,排量方差: 68.4896,施工参数,排量方差: 68.4896 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂前:排量:var,stat
E0561,施工泵压平均值: 59.5404,施工参数,施工泵压平均值: 59.5404 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂前:施工泵压:mean,stat
E0562,施工泵压方差: 351.5429,施工参数,施工泵压方差: 351.5429 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂前:施工泵压:var,stat
E0563,施工情况 加砂中,施工阶段,施工情况 加砂中 为施工阶段实体。,,,,condition:红页L1HF:17:加砂中,condition
E0564,施工时间 2024-01-12 15:18:00,时间点,施工时间 2024-01-12 15:18:00 为时间点实体。,,,,condition_time:红页L1HF:17:加砂中,time
E0565,砂比平均值: 8.9616,施工参数,砂比平均值: 8.9616 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂中:砂比:mean,stat
E0566,砂比方差: 6.0108,施工参数,砂比方差: 6.0108 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂中:砂比:var,stat
E0567,排量平均值: 22.0885,施工参数,排量平均值: 22.0885 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂中:排量:mean,stat
E0568,排量方差: 7.5586,施工参数,排量方差: 7.5586 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂中:排量:var,stat
E0569,施工泵压平均值: 85.0926,施工参数,施工泵压平均值: 85.0926 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂中:施工泵压:mean,stat
E0570,施工泵压方差: 22.5948,施工参数,施工泵压方差: 22.5948 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂中:施工泵压:var,stat
E0571,工况 缝内暂堵,工况事件,工况 缝内暂堵 为工况事件实体。,,,,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype
E0572,工况时间 2024-01-12 15:40:20,时间点,工况时间 2024-01-12 15:40:20 为时间点实体。,,,,worktype_time:红页L1HF:17:加砂中:缝内暂堵,time
E0573,砂比平均值: 7.1583,施工参数,砂比平均值: 7.1583 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:砂比:mean,stat
E0574,砂比方差: 3.9258,施工参数,砂比方差: 3.9258 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:砂比:var,stat
E0575,排量平均值: 24.0461,施工参数,排量平均值: 24.0461 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:排量:mean,stat
E0576,排量方差: 0.0011,施工参数,排量方差: 0.0011 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:排量:var,stat
E0577,施工泵压平均值: 82.0657,施工参数,施工泵压平均值: 82.0657 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:施工泵压:mean,stat
E0578,施工泵压方差: 20.8775,施工参数,施工泵压方差: 20.8775 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:施工泵压:var,stat
E0579,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:17:加砂中:缝内暂堵,suggestion
E0580,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype
E0581,工况时间 2024-01-12 16:03:40,时间点,工况时间 2024-01-12 16:03:40 为时间点实体。,,,,worktype_time:红页L1HF:17:加砂中:缝口暂堵,time
E0582,砂比平均值: 7.5333,施工参数,砂比平均值: 7.5333 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:砂比:mean,stat
E0583,砂比方差: 1.933,施工参数,砂比方差: 1.933 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:砂比:var,stat
E0584,排量平均值: 20.1662,施工参数,排量平均值: 20.1662 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:排量:mean,stat
E0585,排量方差: 8.8152,施工参数,排量方差: 8.8152 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:排量:var,stat
E0586,施工泵压平均值: 80.9014,施工参数,施工泵压平均值: 80.9014 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:施工泵压:mean,stat
E0587,施工泵压方差: 77.1872,施工参数,施工泵压方差: 77.1872 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:施工泵压:var,stat
E0588,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:17:加砂中:缝口暂堵,suggestion
E0589,工况 延伸受阻,工况事件,工况 延伸受阻 为工况事件实体。,,,,worktype:红页L1HF:17:加砂中:延伸受阻,worktype
E0590,工况时间 2024-01-12 17:13:40,时间点,工况时间 2024-01-12 17:13:40 为时间点实体。,,,,worktype_time:红页L1HF:17:加砂中:延伸受阻,time
E0591,砂比平均值: 8.4353,施工参数,砂比平均值: 8.4353 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:砂比:mean,stat
E0592,砂比方差: 1.8737,施工参数,砂比方差: 1.8737 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:砂比:var,stat
E0593,排量平均值: 17.3069,施工参数,排量平均值: 17.3069 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:排量:mean,stat
E0594,排量方差: 0.2719,施工参数,排量方差: 0.2719 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:排量:var,stat
E0595,施工泵压平均值: 88.758,施工参数,施工泵压平均值: 88.758 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:施工泵压:mean,stat
E0596,施工泵压方差: 1.6937,施工参数,施工泵压方差: 1.6937 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:施工泵压:var,stat
E0597,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:17:加砂中:延伸受阻,suggestion
E0598,施工情况 加砂后,施工阶段,施工情况 加砂后 为施工阶段实体。,,,,condition:红页L1HF:17:加砂后,condition
E0599,施工时间 2024-01-12 17:22:10,时间点,施工时间 2024-01-12 17:22:10 为时间点实体。,,,,condition_time:红页L1HF:17:加砂后,time
E0600,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂后:砂比:mean,stat
E0601,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂后:砂比:var,stat
E0602,排量平均值: 9.9868,施工参数,排量平均值: 9.9868 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂后:排量:mean,stat
E0603,排量方差: 12.115,施工参数,排量方差: 12.115 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂后:排量:var,stat
E0604,施工泵压平均值: 85.4685,施工参数,施工泵压平均值: 85.4685 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂后:施工泵压:mean,stat
E0605,施工泵压方差: 126.7506,施工参数,施工泵压方差: 126.7506 为施工参数特征。,,,,condition_stats:红页L1HF:17:加砂后:施工泵压:var,stat
E0606,工况 延伸受阻,工况事件,工况 延伸受阻 为工况事件实体。,,,,worktype:红页L1HF:17:加砂后:延伸受阻,worktype
E0607,工况时间 2024-01-12 17:22:10,时间点,工况时间 2024-01-12 17:22:10 为时间点实体。,,,,worktype_time:红页L1HF:17:加砂后:延伸受阻,time
E0608,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:砂比:mean,stat
E0609,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:砂比:var,stat
E0610,排量平均值: 15.0892,施工参数,排量平均值: 15.0892 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:排量:mean,stat
E0611,排量方差: 2.5201,施工参数,排量方差: 2.5201 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:排量:var,stat
E0612,施工泵压平均值: 88.7065,施工参数,施工泵压平均值: 88.7065 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:施工泵压:mean,stat
E0613,施工泵压方差: 2.5778,施工参数,施工泵压方差: 2.5778 为施工参数特征。,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:施工泵压:var,stat
E0614,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:17:加砂后:延伸受阻,suggestion
E0615,段号 18,压裂段,段号 18 为压裂段实体。,,,,segment:红页L1HF:18,segment
E0616,段号时间 2024-01-13 16:02:20,时间点,段号时间 2024-01-13 16:02:20 为时间点实体。,,,,segment_time:红页L1HF:18,time
E0617,砂比平均值: 9.9561,施工参数,砂比平均值: 9.9561 为施工参数特征。,,,,segment_stats:红页L1HF:18:砂比:mean,stat
E0618,砂比方差: 5.4314,施工参数,砂比方差: 5.4314 为施工参数特征。,,,,segment_stats:红页L1HF:18:砂比:var,stat
E0619,排量平均值: 16.0175,施工参数,排量平均值: 16.0175 为施工参数特征。,,,,segment_stats:红页L1HF:18:排量:mean,stat
E0620,排量方差: 105.9031,施工参数,排量方差: 105.9031 为施工参数特征。,,,,segment_stats:红页L1HF:18:排量:var,stat
E0621,施工泵压平均值: 67.7931,施工参数,施工泵压平均值: 67.7931 为施工参数特征。,,,,segment_stats:红页L1HF:18:施工泵压:mean,stat
E0622,施工泵压方差: 354.5006,施工参数,施工泵压方差: 354.5006 为施工参数特征。,,,,segment_stats:红页L1HF:18:施工泵压:var,stat
E0623,施工情况 加砂前,施工阶段,施工情况 加砂前 为施工阶段实体。,,,,condition:红页L1HF:18:加砂前,condition
E0624,施工时间 2024-01-13 16:02:20,时间点,施工时间 2024-01-13 16:02:20 为时间点实体。,,,,condition_time:红页L1HF:18:加砂前,time
E0625,砂比平均值: 无数据,施工参数,砂比平均值: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂前:砂比:mean,stat
E0626,砂比方差: 无数据,施工参数,砂比方差: 无数据 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂前:砂比:var,stat
E0627,排量平均值: 8.1516,施工参数,排量平均值: 8.1516 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂前:排量:mean,stat
E0628,排量方差: 53.4647,施工参数,排量方差: 53.4647 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂前:排量:var,stat
E0629,施工泵压平均值: 60.2757,施工参数,施工泵压平均值: 60.2757 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂前:施工泵压:mean,stat
E0630,施工泵压方差: 205.851,施工参数,施工泵压方差: 205.851 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂前:施工泵压:var,stat
E0631,施工情况 加砂中,施工阶段,施工情况 加砂中 为施工阶段实体。,,,,condition:红页L1HF:18:加砂中,condition
E0632,施工时间 2024-01-13 16:40:00,时间点,施工时间 2024-01-13 16:40:00 为时间点实体。,,,,condition_time:红页L1HF:18:加砂中,time
E0633,砂比平均值: 9.9561,施工参数,砂比平均值: 9.9561 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂中:砂比:mean,stat
E0634,砂比方差: 5.4314,施工参数,砂比方差: 5.4314 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂中:砂比:var,stat
E0635,排量平均值: 23.6377,施工参数,排量平均值: 23.6377 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂中:排量:mean,stat
E0636,排量方差: 0.4627,施工参数,排量方差: 0.4627 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂中:排量:var,stat
E0637,施工泵压平均值: 80.3142,施工参数,施工泵压平均值: 80.3142 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂中:施工泵压:mean,stat
E0638,施工泵压方差: 11.7133,施工参数,施工泵压方差: 11.7133 为施工参数特征。,,,,condition_stats:红页L1HF:18:加砂中:施工泵压:var,stat
E0639,工况 缝内暂堵,工况事件,工况 缝内暂堵 为工况事件实体。,,,,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype
E0640,工况时间 2024-01-13 17:04:20,时间点,工况时间 2024-01-13 17:04:20 为时间点实体。,,,,worktype_time:红页L1HF:18:加砂中:缝内暂堵,time
E0641,砂比平均值: 7.2769,施工参数,砂比平均值: 7.2769 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:砂比:mean,stat
E0642,砂比方差: 3.7541,施工参数,砂比方差: 3.7541 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:砂比:var,stat
E0643,排量平均值: 23.5718,施工参数,排量平均值: 23.5718 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:排量:mean,stat
E0644,排量方差: 0.2686,施工参数,排量方差: 0.2686 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:排量:var,stat
E0645,施工泵压平均值: 77.8267,施工参数,施工泵压平均值: 77.8267 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:施工泵压:mean,stat
E0646,施工泵压方差: 6.0742,施工参数,施工泵压方差: 6.0742 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:施工泵压:var,stat
E0647,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:18:加砂中:缝内暂堵,suggestion
E0648,工况 缝口暂堵,工况事件,工况 缝口暂堵 为工况事件实体。,,,,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype
E0649,工况时间 2024-01-13 17:33:00,时间点,工况时间 2024-01-13 17:33:00 为时间点实体。,,,,worktype_time:红页L1HF:18:加砂中:缝口暂堵,time
E0650,砂比平均值: 8.5542,施工参数,砂比平均值: 8.5542 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:砂比:mean,stat
E0651,砂比方差: 7.9825,施工参数,砂比方差: 7.9825 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:砂比:var,stat
E0652,排量平均值: 22.9024,施工参数,排量平均值: 22.9024 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:排量:mean,stat
E0653,排量方差: 2.7999,施工参数,排量方差: 2.7999 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:排量:var,stat
E0654,施工泵压平均值: 79.0464,施工参数,施工泵压平均值: 79.0464 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:施工泵压:mean,stat
E0655,施工泵压方差: 19.9111,施工参数,施工泵压方差: 19.9111 为施工参数特征。,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:施工泵压:var,stat
E0656,当前建议: 无建议,处置建议,当前建议: 无建议 为处置建议实体。,,,,suggestion:红页L1HF:18:加砂中:缝口暂堵,suggestion
E0657,工况 主缝延伸,工况事件,工况 主缝延伸 为工况事件实体。,,,,worktype:红页L1HF:18:加砂中:主缝延伸,worktype
E0658,工况时间 2024-01-13 18:04:20,时间点,工况时间 2024-01-13 18:04:20 为时间点实体。,,,,worktype_time:红页L1HF:18:加砂中:主缝延伸,time
