entity_id,entity_name,entity_type,description,image_path,audio_path,video_path,source_id
E00308,时间窗 W002,时间窗,井 红页L1HF-段 18 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:18:2
E00309,0.12%减阻水@时间窗 W002,液型时间窗,井 红页L1HF-段 18-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:18:2:0.12%减阻水
E00310,"施工泵压变化 起24.04→止51.69，变化27.65，均值42.7537，范围[24.04, 51.69]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:18:2
E00311,"排量变化 起0.08→止1.99，变化1.91，均值1.5747，范围[0.08, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:18:2
E00312,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:18:2
E00313,时间窗 W003,时间窗,井 红页L1HF-段 18 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:18:3
E00314,15%HCl@时间窗 W003,液型时间窗,井 红页L1HF-段 18-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:18:3:15%HCl
E00315,"施工泵压变化 起51.6→止48.67，变化-2.93，均值49.745，范围[48.67, 51.6]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:18:3
E00316,"排量变化 起1.99→止1.99，变化0，均值1.99，范围[1.99, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:18:3
E00317,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:18:3
E00318,时间窗 W004,时间窗,井 红页L1HF-段 18 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:18:4
E00319,0.25%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 18-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:18:4:0.25%减阻水
E00320,"施工泵压变化 起48.65→止73.67，变化25.02，均值64.4128，范围[48.39, 88.13]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:18:4
E00321,"排量变化 起1.99→止23，变化21.01，均值10.0866，范围[1.99, 23.5]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:18:4
E00322,"砂比变化 起0.7→止0.7，变化0，均值0.7，范围[0.7, 0.7]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:18:4
E00323,时间窗 W005,时间窗,井 红页L1HF-段 18 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:18:5
E00324,0.18%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 18-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:18:5:0.18%减阻水
E00325,"施工泵压变化 起73.71→止75.74，变化2.03，均值74.6652，范围[73.7, 75.87]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:18:5
E00326,"排量变化 起23→止23，变化0，均值23，范围[23, 23]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:18:5
E00327,"砂比变化 起4.1→止7.1，变化3，均值5.6478，范围[4.1, 7.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:18:5
E00328,时间窗 W006,时间窗,井 红页L1HF-段 18 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:18:6
E00329,0.12%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 18-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:18:6:0.12%减阻水
E00330,"施工泵压变化 起75.81→止82.19，变化6.38，均值78.4805，范围[71.45, 82.22]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:18:6
E00331,"排量变化 起23→止24.05，变化1.05，均值23.4201，范围[22.99, 24.15]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:18:6
E00332,"砂比变化 起7.1→止13，变化5.9，均值9.9221，范围[0.1, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:18:6
E00333,时间窗 W007,时间窗,井 红页L1HF-段 18 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:18:7
E00334,0.18%减阻水@时间窗 W007,液型时间窗,井 红页L1HF-段 18-时间窗 W007 对应的液型使用实例。,,,,fluid_usage:红页L1HF:18:7:0.18%减阻水
E00335,"施工泵压变化 起82.25→止82.83，变化0.58，均值82.5024，范围[82.16, 82.83]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:18:7
E00336,"排量变化 起24.05→止24.04，变化-0.01，均值24.0421，范围[24.04, 24.05]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:18:7
E00337,"砂比变化 起13→止0.3，变化-12.7，均值11.1941，范围[0.3, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:18:7
E00338,时间窗 W008,时间窗,井 红页L1HF-段 18 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:18:8
E00339,0.12%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 18-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:18:8:0.12%减阻水
E00340,"施工泵压变化 起82.91→止82.03，变化-0.88，均值82.4928，范围[70.49, 86.09]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:18:8
E00341,"排量变化 起24.04→止24.04，变化0，均值23.7994，范围[20.05, 24.07]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:18:8
E00342,"砂比变化 起2.8→止0.1，变化-2.7，均值9.9493，范围[0.1, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:18:8
E00343,时间窗 W009,时间窗,井 红页L1HF-段 18 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:18:9
E00344,0.18%减阻水@时间窗 W009,液型时间窗,井 红页L1HF-段 18-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:18:9:0.18%减阻水
E00345,"施工泵压变化 起81.46→止82.58，变化1.12，均值81.5417，范围[79.47, 82.92]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:18:9
E00346,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:18:9
E00347,"砂比变化 起1.5→止12，变化10.5，均值10.3057，范围[1.5, 12]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:18:9
E00348,时间窗 W010,时间窗,井 红页L1HF-段 18 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:18:10
E00349,0.25%减阻水@时间窗 W010,液型时间窗,井 红页L1HF-段 18-时间窗 W010 对应的液型使用实例。,,,,fluid_usage:红页L1HF:18:10:0.25%减阻水
E00350,"施工泵压变化 起82.54→止81.99，变化-0.55，均值82.2418，范围[81.86, 82.54]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:18:10
E00351,"排量变化 起24.04→止24.04，变化0，均值24.04，范围[24.04, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:18:10
E00352,"砂比变化 起12→止5.8，变化-6.2，均值12.1069，范围[5.8, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:18:10
E00353,时间窗 W011,时间窗,井 红页L1HF-段 18 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:18:11
E00354,0.12%减阻水@时间窗 W011,液型时间窗,井 红页L1HF-段 18-时间窗 W011 对应的液型使用实例。,,,,fluid_usage:红页L1HF:18:11:0.12%减阻水
E00355,"施工泵压变化 起82.04→止0.44，变化-81.6，均值37.952，范围[0.44, 82.04]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:18:11
E00356,"排量变化 起24.04→止0，变化-24.04，均值1.6401，范围[0, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:18:11
E00357,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:18:11
E00358,段 19,压裂段,井 红页L1HF 的第 19 段。,,,,segment:红页L1HF:19
E00359,时间窗 W001,时间窗,井 红页L1HF-段 19 中使用液型 0 的连续时间窗。,,,,time_window:红页L1HF:19:1
E00360,0@时间窗 W001,液型时间窗,井 红页L1HF-段 19-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:19:1:0
E00361,"施工泵压变化 起17.51→止19.17，变化1.66，均值18.34，范围[17.51, 19.17]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:19:1
E00362,"排量变化 起0→止0，变化0，均值0，范围[0, 0]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:19:1
E00363,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:19:1
E00364,时间窗 W002,时间窗,井 红页L1HF-段 19 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:19:2
E00365,0.12%减阻水@时间窗 W002,液型时间窗,井 红页L1HF-段 19-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:19:2:0.12%减阻水
E00366,"施工泵压变化 起19.17→止40.77，变化21.6，均值32.6316，范围[19.17, 40.77]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:19:2
E00367,"排量变化 起0.08→止1.99，变化1.91，均值1.6389，范围[0.08, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:19:2
E00368,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:19:2
E00369,时间窗 W003,时间窗,井 红页L1HF-段 19 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:19:3
E00370,15%HCl@时间窗 W003,液型时间窗,井 红页L1HF-段 19-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:19:3:15%HCl
E00371,"施工泵压变化 起41.12→止45.86，变化4.74，均值43.9577，范围[41.12, 45.86]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:19:3
E00372,"排量变化 起1.99→止1.99，变化0，均值1.99，范围[1.99, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:19:3
E00373,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:19:3
E00374,时间窗 W004,时间窗,井 红页L1HF-段 19 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:19:4
E00375,0.25%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 19-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:19:4:0.25%减阻水
E00376,"施工泵压变化 起45.96→止77.84，变化31.88，均值67.5086，范围[45.96, 90.3]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:19:4
E00377,"排量变化 起1.99→止24.09，变化22.1，均值11.6474，范围[1.99, 24.09]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:19:4
E00378,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:19:4
E00379,时间窗 W005,时间窗,井 红页L1HF-段 19 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:19:5
E00380,0.18%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 19-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:19:5:0.18%减阻水
E00381,"施工泵压变化 起77.87→止79.69，变化1.82，均值78.48，范围[77.86, 79.72]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:19:5
E00382,"排量变化 起24.09→止24.09，变化0，均值24.09，范围[24.09, 24.09]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:19:5
E00383,"砂比变化 起0.3→止5，变化4.7，均值4.7556，范围[0.3, 5.6]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:19:5
E00384,时间窗 W006,时间窗,井 红页L1HF-段 19 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:19:6
E00385,0.12%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 19-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:19:6:0.12%减阻水
E00386,"施工泵压变化 起79.68→止83.83，变化4.15，均值82.3903，范围[72.19, 88.31]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:19:6
E00387,"排量变化 起24.09→止24.07，变化-0.02，均值23.9736，范围[19.96, 24.09]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:19:6
E00388,"砂比变化 起5.7→止8.3，变化2.6，均值9.8003，范围[0.1, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:19:6
E00389,时间窗 W007,时间窗,井 红页L1HF-段 19 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:19:7
E00390,0.18%减阻水@时间窗 W007,液型时间窗,井 红页L1HF-段 19-时间窗 W007 对应的液型使用实例。,,,,fluid_usage:红页L1HF:19:7:0.18%减阻水
E00391,"施工泵压变化 起83.05→止86.5，变化3.45，均值85.0792，范围[76.45, 86.72]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:19:7
E00392,"排量变化 起24.07→止24.07，变化0，均值24.0731，范围[24.07, 24.11]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:19:7
E00393,"砂比变化 起8.5→止12.1，变化3.6，均值9.4854，范围[2.2, 12.1]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:19:7
E00394,时间窗 W008,时间窗,井 红页L1HF-段 19 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:19:8
E00395,0.25%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 19-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:19:8:0.25%减阻水
E00396,"施工泵压变化 起86.54→止86.48，变化-0.06，均值86.4589，范围[86.12, 86.83]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:19:8
E00397,"排量变化 起24.07→止24.07，变化0，均值24.07，范围[24.07, 24.07]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:19:8
E00398,"砂比变化 起10.7→止0.5，变化-10.2，均值11.9759，范围[0.5, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:19:8
E00399,时间窗 W009,时间窗,井 红页L1HF-段 19 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:19:9
E00400,0.12%减阻水@时间窗 W009,液型时间窗,井 红页L1HF-段 19-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:19:9:0.12%减阻水
E00401,"施工泵压变化 起86.36→止0，变化-86.36，均值42.0909，范围[0, 86.36]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:19:9
E00402,"排量变化 起24.07→止0，变化-24.07，均值1.4574，范围[0, 24.08]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:19:9
E00403,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:19:9
E00404,段 2,压裂段,井 红页L1HF 的第 2 段。,,,,segment:红页L1HF:2
E00405,时间窗 W001,时间窗,井 红页L1HF-段 2 中使用液型 0 的连续时间窗。,,,,time_window:红页L1HF:2:1
E00406,0@时间窗 W001,液型时间窗,井 红页L1HF-段 2-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:2:1:0
E00407,"施工泵压变化 起11.21→止14.24，变化3.03，均值13.225，范围[9.66, 14.24]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:2:1
E00408,"排量变化 起0→止0.26，变化0.26，均值0.0217，范围[0, 0.26]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:2:1
E00409,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:2:1
E00410,时间窗 W002,时间窗,井 红页L1HF-段 2 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:2:2
E00411,0.12%减阻水@时间窗 W002,液型时间窗,井 红页L1HF-段 2-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:2:2:0.12%减阻水
E00412,"施工泵压变化 起15.64→止42.13，变化26.49，均值31.4871，范围[15.64, 42.15]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:2:2
E00413,"排量变化 起0.45→止2.01，变化1.56，均值1.2833，范围[0.45, 2.12]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:2:2
E00414,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:2:2
E00415,时间窗 W003,时间窗,井 红页L1HF-段 2 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:2:3
E00416,15%HCl@时间窗 W003,液型时间窗,井 红页L1HF-段 2-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:2:3:15%HCl
E00417,"施工泵压变化 起42.13→止39.14，变化-2.99，均值40.7107，范围[39.14, 42.13]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:2:3
E00418,"排量变化 起2.01→止2.01，变化0，均值2.01，范围[2.01, 2.01]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:2:3
E00419,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:2:3
E00420,时间窗 W004,时间窗,井 红页L1HF-段 2 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:2:4
E00421,0.25%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 2-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:2:4:0.25%减阻水
E00422,"施工泵压变化 起39.04→止63.87，变化24.83，均值51.8617，范围[39, 87.98]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:2:4
E00423,"排量变化 起2.01→止23.98，变化21.97，均值8.5935，范围[2.01, 23.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:2:4
E00424,"砂比变化 起0.7→止0.7，变化0，均值0.7，范围[0.7, 0.7]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:2:4
E00425,时间窗 W005,时间窗,井 红页L1HF-段 2 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:2:5
E00426,0.12%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 2-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:2:5:0.12%减阻水
E00427,"施工泵压变化 起64→止76.97，变化12.97，均值68.9419，范围[44.91, 77.57]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:2:5
E00428,"排量变化 起23.98→止24.06，变化0.08，均值22.8328，范围[11.59, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:2:5
E00429,"砂比变化 起3.9→止0.6，变化-3.3，均值9.2769，范围[0.2, 12.4]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:2:5
E00430,时间窗 W006,时间窗,井 红页L1HF-段 2 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:2:6
E00431,0.25%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 2-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:2:6:0.25%减阻水
E00432,"施工泵压变化 起76.87→止75.84，变化-1.03，均值75.5394，范围[73.87, 76.88]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:2:6
E00433,"排量变化 起24.06→止24.06，变化0，均值24.0574，范围[24.05, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:2:6
E00434,"砂比变化 起6.8→止1.1，变化-5.7，均值10.4362，范围[1.1, 13.6]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:2:6
E00435,时间窗 W007,时间窗,井 红页L1HF-段 2 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:2:7
E00436,0.18%减阻水@时间窗 W007,液型时间窗,井 红页L1HF-段 2-时间窗 W007 对应的液型使用实例。,,,,fluid_usage:红页L1HF:2:7:0.18%减阻水
E00437,"施工泵压变化 起75.87→止76.01，变化0.14，均值75.915，范围[75.85, 76.01]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:2:7
E00438,"排量变化 起24.06→止24.06，变化0，均值24.06，范围[24.06, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:2:7
E00439,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:2:7
E00440,时间窗 W008,时间窗,井 红页L1HF-段 2 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:2:8
E00441,0.12%减阻水@时间窗 W008,液型时间窗,井 红页L1HF-段 2-时间窗 W008 对应的液型使用实例。,,,,fluid_usage:红页L1HF:2:8:0.12%减阻水
E00442,"施工泵压变化 起76.45→止35.24，变化-41.21，均值68.1329，范围[35.24, 76.54]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:2:8
E00443,"排量变化 起24.06→止1.81，变化-22.25，均值21.01，范围[1.81, 24.06]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:2:8
E00444,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:2:8
E00445,时间窗 W009,时间窗,井 红页L1HF-段 2 中使用液型 0 的连续时间窗。,,,,time_window:红页L1HF:2:9
E00446,0@时间窗 W009,液型时间窗,井 红页L1HF-段 2-时间窗 W009 对应的液型使用实例。,,,,fluid_usage:红页L1HF:2:9:0
E00447,"施工泵压变化 起35.08→止0.22，变化-34.86，均值24.2674，范围[0.22, 35.14]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:2:9
E00448,"排量变化 起0→止0，变化0，均值0，范围[0, 0]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:2:9
E00449,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:2:9
E00450,段 20,压裂段,井 红页L1HF 的第 20 段。,,,,segment:红页L1HF:20
E00451,时间窗 W001,时间窗,井 红页L1HF-段 20 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:20:1
E00452,0.12%减阻水@时间窗 W001,液型时间窗,井 红页L1HF-段 20-时间窗 W001 对应的液型使用实例。,,,,fluid_usage:红页L1HF:20:1:0.12%减阻水
E00453,"施工泵压变化 起20.13→止43.47，变化23.34，均值35.095，范围[20.13, 43.47]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:20:1
E00454,"排量变化 起0.24→止1.99，变化1.75，均值1.6117，范围[0.24, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:20:1
E00455,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:20:1
E00456,时间窗 W002,时间窗,井 红页L1HF-段 20 中使用液型 15%HCl 的连续时间窗。,,,,time_window:红页L1HF:20:2
E00457,15%HCl@时间窗 W002,液型时间窗,井 红页L1HF-段 20-时间窗 W002 对应的液型使用实例。,,,,fluid_usage:红页L1HF:20:2:15%HCl
E00458,"施工泵压变化 起43.85→止48.02，变化4.17，均值46.6453，范围[43.85, 48.02]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:20:2
E00459,"排量变化 起1.99→止1.99，变化0，均值1.99，范围[1.99, 1.99]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:20:2
E00460,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:20:2
E00461,时间窗 W003,时间窗,井 红页L1HF-段 20 中使用液型 0.25%减阻水 的连续时间窗。,,,,time_window:红页L1HF:20:3
E00462,0.25%减阻水@时间窗 W003,液型时间窗,井 红页L1HF-段 20-时间窗 W003 对应的液型使用实例。,,,,fluid_usage:红页L1HF:20:3:0.25%减阻水
E00463,"施工泵压变化 起48.05→止72.7，变化24.65，均值65.2126，范围[48.05, 87.5]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:20:3
E00464,"排量变化 起1.99→止22.07，变化20.08，均值10.8616，范围[1.99, 22.07]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:20:3
E00465,砂比变化：0,施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:20:3
E00466,时间窗 W004,时间窗,井 红页L1HF-段 20 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:20:4
E00467,0.18%减阻水@时间窗 W004,液型时间窗,井 红页L1HF-段 20-时间窗 W004 对应的液型使用实例。,,,,fluid_usage:红页L1HF:20:4:0.18%减阻水
E00468,"施工泵压变化 起72.71→止73.25，变化0.54，均值73.1695，范围[72.71, 73.85]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:20:4
E00469,"排量变化 起22.07→止22.07，变化0，均值22.07，范围[22.07, 22.07]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:20:4
E00470,"砂比变化 起2.8→止7，变化4.2，均值6.4588，范围[2.8, 7]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:20:4
E00471,时间窗 W005,时间窗,井 红页L1HF-段 20 中使用液型 0.12%减阻水 的连续时间窗。,,,,time_window:红页L1HF:20:5
E00472,0.12%减阻水@时间窗 W005,液型时间窗,井 红页L1HF-段 20-时间窗 W005 对应的液型使用实例。,,,,fluid_usage:红页L1HF:20:5:0.12%减阻水
E00473,"施工泵压变化 起73.21→止82.54，变化9.33，均值78.9656，范围[73.04, 82.54]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:20:5
E00474,"排量变化 起22.07→止24.03，变化1.96，均值23.7532，范围[22.07, 24.04]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:20:5
E00475,"砂比变化 起7→止9.2，变化2.2，均值9.7517，范围[0.1, 13]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:20:5
E00476,时间窗 W006,时间窗,井 红页L1HF-段 20 中使用液型 0.18%减阻水 的连续时间窗。,,,,time_window:红页L1HF:20:6
E00477,0.18%减阻水@时间窗 W006,液型时间窗,井 红页L1HF-段 20-时间窗 W006 对应的液型使用实例。,,,,fluid_usage:红页L1HF:20:6:0.18%减阻水
E00478,"施工泵压变化 起82.5→止81.91，变化-0.59，均值82.0863，范围[81.75, 82.54]",施工特征,该时间窗内的施工泵压变化特征。,,,,pressure_feature:红页L1HF:20:6
E00479,"排量变化 起24.03→止24.02，变化-0.01，均值24.0272，范围[24.02, 24.03]",施工特征,该时间窗内的排量变化特征。,,,,flow_feature:红页L1HF:20:6
E00480,"砂比变化 起10.3→止5.3，变化-5，均值11.2774，范围[5.3, 12]",施工特征,该时间窗内的砂比变化特征。,,,,sand_feature:红页L1HF:20:6
