id,head,relation,tail,head_entity_id,tail_entity_id,head_source_id,tail_source_id
510,工况 缝内暂堵,当前建议,当前建议: 无建议,E0503,E0511,worktype:红页L1HF:16:加砂中:缝内暂堵,suggestion:红页L1HF:16:加砂中:缝内暂堵
511,施工情况 加砂中,工况,工况 缝口暂堵,E0495,E0512,condition:红页L1HF:16:加砂中,worktype:红页L1HF:16:加砂中:缝口暂堵
512,工况 缝口暂堵,工况时间,工况时间 2024-01-12 09:11:10,E0512,E0513,worktype:红页L1HF:16:加砂中:缝口暂堵,worktype_time:红页L1HF:16:加砂中:缝口暂堵
513,工况 缝口暂堵,统计量,砂比平均值: 7.2583,E0512,E0514,worktype:红页L1HF:16:加砂中:缝口暂堵,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:砂比:mean
514,工况 缝口暂堵,统计量,砂比方差: 3.6691,E0512,E0515,worktype:红页L1HF:16:加砂中:缝口暂堵,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:砂比:var
515,工况 缝口暂堵,统计量,排量平均值: 21.7429,E0512,E0516,worktype:红页L1HF:16:加砂中:缝口暂堵,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:排量:mean
516,工况 缝口暂堵,统计量,排量方差: 4.9445,E0512,E0517,worktype:红页L1HF:16:加砂中:缝口暂堵,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:排量:var
517,工况 缝口暂堵,统计量,施工泵压平均值: 79.7519,E0512,E0518,worktype:红页L1HF:16:加砂中:缝口暂堵,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:施工泵压:mean
518,工况 缝口暂堵,统计量,施工泵压方差: 76.2462,E0512,E0519,worktype:红页L1HF:16:加砂中:缝口暂堵,worktype_stats:红页L1HF:16:加砂中:缝口暂堵:施工泵压:var
519,工况 缝口暂堵,当前建议,当前建议: 无建议,E0512,E0520,worktype:红页L1HF:16:加砂中:缝口暂堵,suggestion:红页L1HF:16:加砂中:缝口暂堵
520,施工情况 加砂中,工况,工况 主缝延伸,E0495,E0521,condition:红页L1HF:16:加砂中,worktype:红页L1HF:16:加砂中:主缝延伸
521,工况 主缝延伸,工况时间,工况时间 2024-01-12 10:24:10,E0521,E0522,worktype:红页L1HF:16:加砂中:主缝延伸,worktype_time:红页L1HF:16:加砂中:主缝延伸
522,工况 主缝延伸,统计量,砂比平均值: 12.1309,E0521,E0523,worktype:红页L1HF:16:加砂中:主缝延伸,worktype_stats:红页L1HF:16:加砂中:主缝延伸:砂比:mean
523,工况 主缝延伸,统计量,砂比方差: 3.9306,E0521,E0524,worktype:红页L1HF:16:加砂中:主缝延伸,worktype_stats:红页L1HF:16:加砂中:主缝延伸:砂比:var
524,工况 主缝延伸,统计量,排量平均值: 23.867,E0521,E0525,worktype:红页L1HF:16:加砂中:主缝延伸,worktype_stats:红页L1HF:16:加砂中:主缝延伸:排量:mean
525,工况 主缝延伸,统计量,排量方差: 0.1132,E0521,E0526,worktype:红页L1HF:16:加砂中:主缝延伸,worktype_stats:红页L1HF:16:加砂中:主缝延伸:排量:var
526,工况 主缝延伸,统计量,施工泵压平均值: 87.4897,E0521,E0527,worktype:红页L1HF:16:加砂中:主缝延伸,worktype_stats:红页L1HF:16:加砂中:主缝延伸:施工泵压:mean
527,工况 主缝延伸,统计量,施工泵压方差: 0.7559,E0521,E0528,worktype:红页L1HF:16:加砂中:主缝延伸,worktype_stats:红页L1HF:16:加砂中:主缝延伸:施工泵压:var
528,工况 主缝延伸,当前建议,当前建议: 保持当前措施,E0521,E0529,worktype:红页L1HF:16:加砂中:主缝延伸,suggestion:红页L1HF:16:加砂中:主缝延伸
529,段号 16,施工情况,施工情况 加砂后,E0470,E0530,segment:红页L1HF:16,condition:红页L1HF:16:加砂后
530,施工情况 加砂后,施工时间,施工时间 2024-01-12 10:40:40,E0530,E0531,condition:红页L1HF:16:加砂后,condition_time:红页L1HF:16:加砂后
531,施工情况 加砂后,统计量,砂比平均值: 无数据,E0530,E0532,condition:红页L1HF:16:加砂后,condition_stats:红页L1HF:16:加砂后:砂比:mean
532,施工情况 加砂后,统计量,砂比方差: 无数据,E0530,E0533,condition:红页L1HF:16:加砂后,condition_stats:红页L1HF:16:加砂后:砂比:var
533,施工情况 加砂后,统计量,排量平均值: 2.2226,E0530,E0534,condition:红页L1HF:16:加砂后,condition_stats:红页L1HF:16:加砂后:排量:mean
534,施工情况 加砂后,统计量,排量方差: 45.4675,E0530,E0535,condition:红页L1HF:16:加砂后,condition_stats:红页L1HF:16:加砂后:排量:var
535,施工情况 加砂后,统计量,施工泵压平均值: 37.6163,E0530,E0536,condition:红页L1HF:16:加砂后,condition_stats:红页L1HF:16:加砂后:施工泵压:mean
536,施工情况 加砂后,统计量,施工泵压方差: 215.7261,E0530,E0537,condition:红页L1HF:16:加砂后,condition_stats:红页L1HF:16:加砂后:施工泵压:var
537,施工情况 加砂后,工况,工况 主缝延伸,E0530,E0538,condition:红页L1HF:16:加砂后,worktype:红页L1HF:16:加砂后:主缝延伸
538,工况 主缝延伸,工况时间,工况时间 2024-01-12 10:40:40,E0538,E0539,worktype:红页L1HF:16:加砂后:主缝延伸,worktype_time:红页L1HF:16:加砂后:主缝延伸
539,工况 主缝延伸,统计量,砂比平均值: 无数据,E0538,E0540,worktype:红页L1HF:16:加砂后:主缝延伸,worktype_stats:红页L1HF:16:加砂后:主缝延伸:砂比:mean
540,工况 主缝延伸,统计量,砂比方差: 无数据,E0538,E0541,worktype:红页L1HF:16:加砂后:主缝延伸,worktype_stats:红页L1HF:16:加砂后:主缝延伸:砂比:var
541,工况 主缝延伸,统计量,排量平均值: 24.07,E0538,E0542,worktype:红页L1HF:16:加砂后:主缝延伸,worktype_stats:红页L1HF:16:加砂后:主缝延伸:排量:mean
542,工况 主缝延伸,统计量,排量方差: 0.0,E0538,E0543,worktype:红页L1HF:16:加砂后:主缝延伸,worktype_stats:红页L1HF:16:加砂后:主缝延伸:排量:var
543,工况 主缝延伸,统计量,施工泵压平均值: 86.035,E0538,E0544,worktype:红页L1HF:16:加砂后:主缝延伸,worktype_stats:红页L1HF:16:加砂后:主缝延伸:施工泵压:mean
544,工况 主缝延伸,统计量,施工泵压方差: 0.0903,E0538,E0545,worktype:红页L1HF:16:加砂后:主缝延伸,worktype_stats:红页L1HF:16:加砂后:主缝延伸:施工泵压:var
545,工况 主缝延伸,当前建议,当前建议: 保持当前措施,E0538,E0546,worktype:红页L1HF:16:加砂后:主缝延伸,suggestion:红页L1HF:16:加砂后:主缝延伸
546,井号 红页L1HF,段号,段号 17,E0001,E0547,well:红页L1HF,segment:红页L1HF:17
547,段号 17,段号时间,段号时间 2024-01-12 14:47:30,E0547,E0548,segment:红页L1HF:17,segment_time:红页L1HF:17
548,段号 17,统计量,砂比平均值: 8.9616,E0547,E0549,segment:红页L1HF:17,segment_stats:红页L1HF:17:砂比:mean
549,段号 17,统计量,砂比方差: 6.0108,E0547,E0550,segment:红页L1HF:17,segment_stats:红页L1HF:17:砂比:var
550,段号 17,统计量,排量平均值: 18.2514,E0547,E0551,segment:红页L1HF:17,segment_stats:红页L1HF:17:排量:mean
551,段号 17,统计量,排量方差: 53.2549,E0547,E0552,segment:红页L1HF:17,segment_stats:红页L1HF:17:排量:var
552,段号 17,统计量,施工泵压平均值: 80.449,E0547,E0553,segment:红页L1HF:17,segment_stats:红页L1HF:17:施工泵压:mean
553,段号 17,统计量,施工泵压方差: 193.6291,E0547,E0554,segment:红页L1HF:17,segment_stats:红页L1HF:17:施工泵压:var
554,段号 17,施工情况,施工情况 加砂前,E0547,E0555,segment:红页L1HF:17,condition:红页L1HF:17:加砂前
555,施工情况 加砂前,施工时间,施工时间 2024-01-12 14:47:30,E0555,E0556,condition:红页L1HF:17:加砂前,condition_time:红页L1HF:17:加砂前
556,施工情况 加砂前,统计量,砂比平均值: 无数据,E0555,E0557,condition:红页L1HF:17:加砂前,condition_stats:红页L1HF:17:加砂前:砂比:mean
557,施工情况 加砂前,统计量,砂比方差: 无数据,E0555,E0558,condition:红页L1HF:17:加砂前,condition_stats:红页L1HF:17:加砂前:砂比:var
558,施工情况 加砂前,统计量,排量平均值: 9.0424,E0555,E0559,condition:红页L1HF:17:加砂前,condition_stats:红页L1HF:17:加砂前:排量:mean
559,施工情况 加砂前,统计量,排量方差: 68.4896,E0555,E0560,condition:红页L1HF:17:加砂前,condition_stats:红页L1HF:17:加砂前:排量:var
560,施工情况 加砂前,统计量,施工泵压平均值: 59.5404,E0555,E0561,condition:红页L1HF:17:加砂前,condition_stats:红页L1HF:17:加砂前:施工泵压:mean
561,施工情况 加砂前,统计量,施工泵压方差: 351.5429,E0555,E0562,condition:红页L1HF:17:加砂前,condition_stats:红页L1HF:17:加砂前:施工泵压:var
562,段号 17,施工情况,施工情况 加砂中,E0547,E0563,segment:红页L1HF:17,condition:红页L1HF:17:加砂中
563,施工情况 加砂中,施工时间,施工时间 2024-01-12 15:18:00,E0563,E0564,condition:红页L1HF:17:加砂中,condition_time:红页L1HF:17:加砂中
564,施工情况 加砂中,统计量,砂比平均值: 8.9616,E0563,E0565,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:砂比:mean
565,施工情况 加砂中,统计量,砂比方差: 6.0108,E0563,E0566,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:砂比:var
566,施工情况 加砂中,统计量,排量平均值: 22.0885,E0563,E0567,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:排量:mean
567,施工情况 加砂中,统计量,排量方差: 7.5586,E0563,E0568,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:排量:var
568,施工情况 加砂中,统计量,施工泵压平均值: 85.0926,E0563,E0569,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:施工泵压:mean
569,施工情况 加砂中,统计量,施工泵压方差: 22.5948,E0563,E0570,condition:红页L1HF:17:加砂中,condition_stats:红页L1HF:17:加砂中:施工泵压:var
570,施工情况 加砂中,工况,工况 缝内暂堵,E0563,E0571,condition:红页L1HF:17:加砂中,worktype:红页L1HF:17:加砂中:缝内暂堵
571,工况 缝内暂堵,工况时间,工况时间 2024-01-12 15:40:20,E0571,E0572,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_time:红页L1HF:17:加砂中:缝内暂堵
572,工况 缝内暂堵,统计量,砂比平均值: 7.1583,E0571,E0573,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:砂比:mean
573,工况 缝内暂堵,统计量,砂比方差: 3.9258,E0571,E0574,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:砂比:var
574,工况 缝内暂堵,统计量,排量平均值: 24.0461,E0571,E0575,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:排量:mean
575,工况 缝内暂堵,统计量,排量方差: 0.0011,E0571,E0576,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:排量:var
576,工况 缝内暂堵,统计量,施工泵压平均值: 82.0657,E0571,E0577,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:施工泵压:mean
577,工况 缝内暂堵,统计量,施工泵压方差: 20.8775,E0571,E0578,worktype:红页L1HF:17:加砂中:缝内暂堵,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:施工泵压:var
578,工况 缝内暂堵,当前建议,当前建议: 无建议,E0571,E0579,worktype:红页L1HF:17:加砂中:缝内暂堵,suggestion:红页L1HF:17:加砂中:缝内暂堵
579,施工情况 加砂中,工况,工况 缝口暂堵,E0563,E0580,condition:红页L1HF:17:加砂中,worktype:红页L1HF:17:加砂中:缝口暂堵
580,工况 缝口暂堵,工况时间,工况时间 2024-01-12 16:03:40,E0580,E0581,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_time:红页L1HF:17:加砂中:缝口暂堵
581,工况 缝口暂堵,统计量,砂比平均值: 7.5333,E0580,E0582,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:砂比:mean
582,工况 缝口暂堵,统计量,砂比方差: 1.933,E0580,E0583,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:砂比:var
583,工况 缝口暂堵,统计量,排量平均值: 20.1662,E0580,E0584,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:排量:mean
584,工况 缝口暂堵,统计量,排量方差: 8.8152,E0580,E0585,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:排量:var
585,工况 缝口暂堵,统计量,施工泵压平均值: 80.9014,E0580,E0586,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:施工泵压:mean
586,工况 缝口暂堵,统计量,施工泵压方差: 77.1872,E0580,E0587,worktype:红页L1HF:17:加砂中:缝口暂堵,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:施工泵压:var
587,工况 缝口暂堵,当前建议,当前建议: 无建议,E0580,E0588,worktype:红页L1HF:17:加砂中:缝口暂堵,suggestion:红页L1HF:17:加砂中:缝口暂堵
588,施工情况 加砂中,工况,工况 延伸受阻,E0563,E0589,condition:红页L1HF:17:加砂中,worktype:红页L1HF:17:加砂中:延伸受阻
589,工况 延伸受阻,工况时间,工况时间 2024-01-12 17:13:40,E0589,E0590,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_time:红页L1HF:17:加砂中:延伸受阻
590,工况 延伸受阻,统计量,砂比平均值: 8.4353,E0589,E0591,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:砂比:mean
591,工况 延伸受阻,统计量,砂比方差: 1.8737,E0589,E0592,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:砂比:var
592,工况 延伸受阻,统计量,排量平均值: 17.3069,E0589,E0593,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:排量:mean
593,工况 延伸受阻,统计量,排量方差: 0.2719,E0589,E0594,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:排量:var
594,工况 延伸受阻,统计量,施工泵压平均值: 88.758,E0589,E0595,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:施工泵压:mean
595,工况 延伸受阻,统计量,施工泵压方差: 1.6937,E0589,E0596,worktype:红页L1HF:17:加砂中:延伸受阻,worktype_stats:红页L1HF:17:加砂中:延伸受阻:施工泵压:var
596,工况 延伸受阻,当前建议,当前建议: 无建议,E0589,E0597,worktype:红页L1HF:17:加砂中:延伸受阻,suggestion:红页L1HF:17:加砂中:延伸受阻
597,段号 17,施工情况,施工情况 加砂后,E0547,E0598,segment:红页L1HF:17,condition:红页L1HF:17:加砂后
598,施工情况 加砂后,施工时间,施工时间 2024-01-12 17:22:10,E0598,E0599,condition:红页L1HF:17:加砂后,condition_time:红页L1HF:17:加砂后
599,施工情况 加砂后,统计量,砂比平均值: 无数据,E0598,E0600,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:砂比:mean
600,施工情况 加砂后,统计量,砂比方差: 无数据,E0598,E0601,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:砂比:var
601,施工情况 加砂后,统计量,排量平均值: 9.9868,E0598,E0602,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:排量:mean
602,施工情况 加砂后,统计量,排量方差: 12.115,E0598,E0603,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:排量:var
603,施工情况 加砂后,统计量,施工泵压平均值: 85.4685,E0598,E0604,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:施工泵压:mean
604,施工情况 加砂后,统计量,施工泵压方差: 126.7506,E0598,E0605,condition:红页L1HF:17:加砂后,condition_stats:红页L1HF:17:加砂后:施工泵压:var
605,施工情况 加砂后,工况,工况 延伸受阻,E0598,E0606,condition:红页L1HF:17:加砂后,worktype:红页L1HF:17:加砂后:延伸受阻
606,工况 延伸受阻,工况时间,工况时间 2024-01-12 17:22:10,E0606,E0607,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_time:红页L1HF:17:加砂后:延伸受阻
607,工况 延伸受阻,统计量,砂比平均值: 无数据,E0606,E0608,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:砂比:mean
608,工况 延伸受阻,统计量,砂比方差: 无数据,E0606,E0609,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:砂比:var
609,工况 延伸受阻,统计量,排量平均值: 15.0892,E0606,E0610,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:排量:mean
610,工况 延伸受阻,统计量,排量方差: 2.5201,E0606,E0611,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:排量:var
611,工况 延伸受阻,统计量,施工泵压平均值: 88.7065,E0606,E0612,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:施工泵压:mean
612,工况 延伸受阻,统计量,施工泵压方差: 2.5778,E0606,E0613,worktype:红页L1HF:17:加砂后:延伸受阻,worktype_stats:红页L1HF:17:加砂后:延伸受阻:施工泵压:var
613,工况 延伸受阻,当前建议,当前建议: 无建议,E0606,E0614,worktype:红页L1HF:17:加砂后:延伸受阻,suggestion:红页L1HF:17:加砂后:延伸受阻
614,井号 红页L1HF,段号,段号 18,E0001,E0615,well:红页L1HF,segment:红页L1HF:18
615,段号 18,段号时间,段号时间 2024-01-13 16:02:20,E0615,E0616,segment:红页L1HF:18,segment_time:红页L1HF:18
616,段号 18,统计量,砂比平均值: 9.9561,E0615,E0617,segment:红页L1HF:18,segment_stats:红页L1HF:18:砂比:mean
617,段号 18,统计量,砂比方差: 5.4314,E0615,E0618,segment:红页L1HF:18,segment_stats:红页L1HF:18:砂比:var
618,段号 18,统计量,排量平均值: 16.0175,E0615,E0619,segment:红页L1HF:18,segment_stats:红页L1HF:18:排量:mean
619,段号 18,统计量,排量方差: 105.9031,E0615,E0620,segment:红页L1HF:18,segment_stats:红页L1HF:18:排量:var
620,段号 18,统计量,施工泵压平均值: 67.7931,E0615,E0621,segment:红页L1HF:18,segment_stats:红页L1HF:18:施工泵压:mean
621,段号 18,统计量,施工泵压方差: 354.5006,E0615,E0622,segment:红页L1HF:18,segment_stats:红页L1HF:18:施工泵压:var
622,段号 18,施工情况,施工情况 加砂前,E0615,E0623,segment:红页L1HF:18,condition:红页L1HF:18:加砂前
623,施工情况 加砂前,施工时间,施工时间 2024-01-13 16:02:20,E0623,E0624,condition:红页L1HF:18:加砂前,condition_time:红页L1HF:18:加砂前
624,施工情况 加砂前,统计量,砂比平均值: 无数据,E0623,E0625,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:砂比:mean
625,施工情况 加砂前,统计量,砂比方差: 无数据,E0623,E0626,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:砂比:var
626,施工情况 加砂前,统计量,排量平均值: 8.1516,E0623,E0627,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:排量:mean
627,施工情况 加砂前,统计量,排量方差: 53.4647,E0623,E0628,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:排量:var
628,施工情况 加砂前,统计量,施工泵压平均值: 60.2757,E0623,E0629,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:施工泵压:mean
629,施工情况 加砂前,统计量,施工泵压方差: 205.851,E0623,E0630,condition:红页L1HF:18:加砂前,condition_stats:红页L1HF:18:加砂前:施工泵压:var
630,段号 18,施工情况,施工情况 加砂中,E0615,E0631,segment:红页L1HF:18,condition:红页L1HF:18:加砂中
631,施工情况 加砂中,施工时间,施工时间 2024-01-13 16:40:00,E0631,E0632,condition:红页L1HF:18:加砂中,condition_time:红页L1HF:18:加砂中
632,施工情况 加砂中,统计量,砂比平均值: 9.9561,E0631,E0633,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:砂比:mean
633,施工情况 加砂中,统计量,砂比方差: 5.4314,E0631,E0634,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:砂比:var
634,施工情况 加砂中,统计量,排量平均值: 23.6377,E0631,E0635,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:排量:mean
635,施工情况 加砂中,统计量,排量方差: 0.4627,E0631,E0636,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:排量:var
636,施工情况 加砂中,统计量,施工泵压平均值: 80.3142,E0631,E0637,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:施工泵压:mean
637,施工情况 加砂中,统计量,施工泵压方差: 11.7133,E0631,E0638,condition:红页L1HF:18:加砂中,condition_stats:红页L1HF:18:加砂中:施工泵压:var
638,施工情况 加砂中,工况,工况 缝内暂堵,E0631,E0639,condition:红页L1HF:18:加砂中,worktype:红页L1HF:18:加砂中:缝内暂堵
639,工况 缝内暂堵,工况时间,工况时间 2024-01-13 17:04:20,E0639,E0640,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_time:红页L1HF:18:加砂中:缝内暂堵
640,工况 缝内暂堵,统计量,砂比平均值: 7.2769,E0639,E0641,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:砂比:mean
641,工况 缝内暂堵,统计量,砂比方差: 3.7541,E0639,E0642,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:砂比:var
642,工况 缝内暂堵,统计量,排量平均值: 23.5718,E0639,E0643,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:排量:mean
643,工况 缝内暂堵,统计量,排量方差: 0.2686,E0639,E0644,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:排量:var
644,工况 缝内暂堵,统计量,施工泵压平均值: 77.8267,E0639,E0645,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:施工泵压:mean
645,工况 缝内暂堵,统计量,施工泵压方差: 6.0742,E0639,E0646,worktype:红页L1HF:18:加砂中:缝内暂堵,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:施工泵压:var
646,工况 缝内暂堵,当前建议,当前建议: 无建议,E0639,E0647,worktype:红页L1HF:18:加砂中:缝内暂堵,suggestion:红页L1HF:18:加砂中:缝内暂堵
647,施工情况 加砂中,工况,工况 缝口暂堵,E0631,E0648,condition:红页L1HF:18:加砂中,worktype:红页L1HF:18:加砂中:缝口暂堵
648,工况 缝口暂堵,工况时间,工况时间 2024-01-13 17:33:00,E0648,E0649,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_time:红页L1HF:18:加砂中:缝口暂堵
649,工况 缝口暂堵,统计量,砂比平均值: 8.5542,E0648,E0650,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:砂比:mean
650,工况 缝口暂堵,统计量,砂比方差: 7.9825,E0648,E0651,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:砂比:var
651,工况 缝口暂堵,统计量,排量平均值: 22.9024,E0648,E0652,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:排量:mean
652,工况 缝口暂堵,统计量,排量方差: 2.7999,E0648,E0653,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:排量:var
653,工况 缝口暂堵,统计量,施工泵压平均值: 79.0464,E0648,E0654,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:施工泵压:mean
654,工况 缝口暂堵,统计量,施工泵压方差: 19.9111,E0648,E0655,worktype:红页L1HF:18:加砂中:缝口暂堵,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:施工泵压:var
655,工况 缝口暂堵,当前建议,当前建议: 无建议,E0648,E0656,worktype:红页L1HF:18:加砂中:缝口暂堵,suggestion:红页L1HF:18:加砂中:缝口暂堵
656,施工情况 加砂中,工况,工况 主缝延伸,E0631,E0657,condition:红页L1HF:18:加砂中,worktype:红页L1HF:18:加砂中:主缝延伸
657,工况 主缝延伸,工况时间,工况时间 2024-01-13 18:04:20,E0657,E0658,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_time:红页L1HF:18:加砂中:主缝延伸
658,工况 主缝延伸,统计量,砂比平均值: 11.2691,E0657,E0659,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:砂比:mean
659,工况 主缝延伸,统计量,砂比方差: 4.4038,E0657,E0660,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:砂比:var
660,工况 主缝延伸,统计量,排量平均值: 24.0329,E0657,E0661,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:排量:mean
661,工况 主缝延伸,统计量,排量方差: 0.0001,E0657,E0662,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:排量:var
662,工况 主缝延伸,统计量,施工泵压平均值: 83.1101,E0657,E0663,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:施工泵压:mean
663,工况 主缝延伸,统计量,施工泵压方差: 3.2891,E0657,E0664,worktype:红页L1HF:18:加砂中:主缝延伸,worktype_stats:红页L1HF:18:加砂中:主缝延伸:施工泵压:var
664,工况 主缝延伸,当前建议,当前建议: 保持当前措施,E0657,E0665,worktype:红页L1HF:18:加砂中:主缝延伸,suggestion:红页L1HF:18:加砂中:主缝延伸
665,段号 18,施工情况,施工情况 加砂后,E0615,E0666,segment:红页L1HF:18,condition:红页L1HF:18:加砂后
666,施工情况 加砂后,施工时间,施工时间 2024-01-13 18:22:00,E0666,E0667,condition:红页L1HF:18:加砂后,condition_time:红页L1HF:18:加砂后
667,施工情况 加砂后,统计量,砂比平均值: 无数据,E0666,E0668,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:砂比:mean
668,施工情况 加砂后,统计量,砂比方差: 无数据,E0666,E0669,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:砂比:var
669,施工情况 加砂后,统计量,排量平均值: 2.2057,E0666,E0670,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:排量:mean
670,施工情况 加砂后,统计量,排量方差: 45.0523,E0666,E0671,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:排量:var
671,施工情况 加砂后,统计量,施工泵压平均值: 39.0629,E0666,E0672,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:施工泵压:mean
672,施工情况 加砂后,统计量,施工泵压方差: 183.3668,E0666,E0673,condition:红页L1HF:18:加砂后,condition_stats:红页L1HF:18:加砂后:施工泵压:var
