entity_id,entity_name,entity_type,description,image_path,audio_path,video_path,source_node_id
E0523,砂比平均值: 12.1309,stat,,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:砂比:mean
E0524,砂比方差: 3.9306,stat,,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:砂比:var
E0525,排量平均值: 23.867,stat,,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:排量:mean
E0526,排量方差: 0.1132,stat,,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:排量:var
E0527,施工泵压平均值: 87.4897,stat,,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:施工泵压:mean
E0528,施工泵压方差: 0.7559,stat,,,,,worktype_stats:红页L1HF:16:加砂中:主缝延伸:施工泵压:var
E0529,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:16:加砂中:主缝延伸
E0530,施工情况 加砂后,condition,,,,,condition:红页L1HF:16:加砂后
E0531,施工时间 2024-01-12 10:40:40,time,,,,,condition_time:红页L1HF:16:加砂后
E0532,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:16:加砂后:砂比:mean
E0533,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:16:加砂后:砂比:var
E0534,排量平均值: 2.2226,stat,,,,,condition_stats:红页L1HF:16:加砂后:排量:mean
E0535,排量方差: 45.4675,stat,,,,,condition_stats:红页L1HF:16:加砂后:排量:var
E0536,施工泵压平均值: 37.6163,stat,,,,,condition_stats:红页L1HF:16:加砂后:施工泵压:mean
E0537,施工泵压方差: 215.7261,stat,,,,,condition_stats:红页L1HF:16:加砂后:施工泵压:var
E0538,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:16:加砂后:主缝延伸
E0539,工况时间 2024-01-12 10:40:40,time,,,,,worktype_time:红页L1HF:16:加砂后:主缝延伸
E0540,砂比平均值: 无数据,stat,,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:砂比:mean
E0541,砂比方差: 无数据,stat,,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:砂比:var
E0542,排量平均值: 24.07,stat,,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:排量:mean
E0543,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:排量:var
E0544,施工泵压平均值: 86.035,stat,,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:施工泵压:mean
E0545,施工泵压方差: 0.0903,stat,,,,,worktype_stats:红页L1HF:16:加砂后:主缝延伸:施工泵压:var
E0546,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:16:加砂后:主缝延伸
E0547,段号 17,segment,,,,,segment:红页L1HF:17
E0548,段号时间 2024-01-12 14:47:30,time,,,,,segment_time:红页L1HF:17
E0549,砂比平均值: 8.9616,stat,,,,,segment_stats:红页L1HF:17:砂比:mean
E0550,砂比方差: 6.0108,stat,,,,,segment_stats:红页L1HF:17:砂比:var
E0551,排量平均值: 18.2514,stat,,,,,segment_stats:红页L1HF:17:排量:mean
E0552,排量方差: 53.2549,stat,,,,,segment_stats:红页L1HF:17:排量:var
E0553,施工泵压平均值: 80.449,stat,,,,,segment_stats:红页L1HF:17:施工泵压:mean
E0554,施工泵压方差: 193.6291,stat,,,,,segment_stats:红页L1HF:17:施工泵压:var
E0555,施工情况 加砂前,condition,,,,,condition:红页L1HF:17:加砂前
E0556,施工时间 2024-01-12 14:47:30,time,,,,,condition_time:红页L1HF:17:加砂前
E0557,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:17:加砂前:砂比:mean
E0558,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:17:加砂前:砂比:var
E0559,排量平均值: 9.0424,stat,,,,,condition_stats:红页L1HF:17:加砂前:排量:mean
E0560,排量方差: 68.4896,stat,,,,,condition_stats:红页L1HF:17:加砂前:排量:var
E0561,施工泵压平均值: 59.5404,stat,,,,,condition_stats:红页L1HF:17:加砂前:施工泵压:mean
E0562,施工泵压方差: 351.5429,stat,,,,,condition_stats:红页L1HF:17:加砂前:施工泵压:var
E0563,施工情况 加砂中,condition,,,,,condition:红页L1HF:17:加砂中
E0564,施工时间 2024-01-12 15:18:00,time,,,,,condition_time:红页L1HF:17:加砂中
E0565,砂比平均值: 8.9616,stat,,,,,condition_stats:红页L1HF:17:加砂中:砂比:mean
E0566,砂比方差: 6.0108,stat,,,,,condition_stats:红页L1HF:17:加砂中:砂比:var
E0567,排量平均值: 22.0885,stat,,,,,condition_stats:红页L1HF:17:加砂中:排量:mean
E0568,排量方差: 7.5586,stat,,,,,condition_stats:红页L1HF:17:加砂中:排量:var
E0569,施工泵压平均值: 85.0926,stat,,,,,condition_stats:红页L1HF:17:加砂中:施工泵压:mean
E0570,施工泵压方差: 22.5948,stat,,,,,condition_stats:红页L1HF:17:加砂中:施工泵压:var
E0571,工况 缝内暂堵,worktype,,,,,worktype:红页L1HF:17:加砂中:缝内暂堵
E0572,工况时间 2024-01-12 15:40:20,time,,,,,worktype_time:红页L1HF:17:加砂中:缝内暂堵
E0573,砂比平均值: 7.1583,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:砂比:mean
E0574,砂比方差: 3.9258,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:砂比:var
E0575,排量平均值: 24.0461,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:排量:mean
E0576,排量方差: 0.0011,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:排量:var
E0577,施工泵压平均值: 82.0657,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:施工泵压:mean
E0578,施工泵压方差: 20.8775,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝内暂堵:施工泵压:var
E0579,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:17:加砂中:缝内暂堵
E0580,工况 缝口暂堵,worktype,,,,,worktype:红页L1HF:17:加砂中:缝口暂堵
E0581,工况时间 2024-01-12 16:03:40,time,,,,,worktype_time:红页L1HF:17:加砂中:缝口暂堵
E0582,砂比平均值: 7.5333,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:砂比:mean
E0583,砂比方差: 1.933,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:砂比:var
E0584,排量平均值: 20.1662,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:排量:mean
E0585,排量方差: 8.8152,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:排量:var
E0586,施工泵压平均值: 80.9014,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:施工泵压:mean
E0587,施工泵压方差: 77.1872,stat,,,,,worktype_stats:红页L1HF:17:加砂中:缝口暂堵:施工泵压:var
E0588,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:17:加砂中:缝口暂堵
E0589,工况 延伸受阻,worktype,,,,,worktype:红页L1HF:17:加砂中:延伸受阻
E0590,工况时间 2024-01-12 17:13:40,time,,,,,worktype_time:红页L1HF:17:加砂中:延伸受阻
E0591,砂比平均值: 8.4353,stat,,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:砂比:mean
E0592,砂比方差: 1.8737,stat,,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:砂比:var
E0593,排量平均值: 17.3069,stat,,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:排量:mean
E0594,排量方差: 0.2719,stat,,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:排量:var
E0595,施工泵压平均值: 88.758,stat,,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:施工泵压:mean
E0596,施工泵压方差: 1.6937,stat,,,,,worktype_stats:红页L1HF:17:加砂中:延伸受阻:施工泵压:var
E0597,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:17:加砂中:延伸受阻
E0598,施工情况 加砂后,condition,,,,,condition:红页L1HF:17:加砂后
E0599,施工时间 2024-01-12 17:22:10,time,,,,,condition_time:红页L1HF:17:加砂后
E0600,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:17:加砂后:砂比:mean
E0601,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:17:加砂后:砂比:var
E0602,排量平均值: 9.9868,stat,,,,,condition_stats:红页L1HF:17:加砂后:排量:mean
E0603,排量方差: 12.115,stat,,,,,condition_stats:红页L1HF:17:加砂后:排量:var
E0604,施工泵压平均值: 85.4685,stat,,,,,condition_stats:红页L1HF:17:加砂后:施工泵压:mean
E0605,施工泵压方差: 126.7506,stat,,,,,condition_stats:红页L1HF:17:加砂后:施工泵压:var
E0606,工况 延伸受阻,worktype,,,,,worktype:红页L1HF:17:加砂后:延伸受阻
E0607,工况时间 2024-01-12 17:22:10,time,,,,,worktype_time:红页L1HF:17:加砂后:延伸受阻
E0608,砂比平均值: 无数据,stat,,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:砂比:mean
E0609,砂比方差: 无数据,stat,,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:砂比:var
E0610,排量平均值: 15.0892,stat,,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:排量:mean
E0611,排量方差: 2.5201,stat,,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:排量:var
E0612,施工泵压平均值: 88.7065,stat,,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:施工泵压:mean
E0613,施工泵压方差: 2.5778,stat,,,,,worktype_stats:红页L1HF:17:加砂后:延伸受阻:施工泵压:var
E0614,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:17:加砂后:延伸受阻
E0615,段号 18,segment,,,,,segment:红页L1HF:18
E0616,段号时间 2024-01-13 16:02:20,time,,,,,segment_time:红页L1HF:18
E0617,砂比平均值: 9.9561,stat,,,,,segment_stats:红页L1HF:18:砂比:mean
E0618,砂比方差: 5.4314,stat,,,,,segment_stats:红页L1HF:18:砂比:var
E0619,排量平均值: 16.0175,stat,,,,,segment_stats:红页L1HF:18:排量:mean
E0620,排量方差: 105.9031,stat,,,,,segment_stats:红页L1HF:18:排量:var
E0621,施工泵压平均值: 67.7931,stat,,,,,segment_stats:红页L1HF:18:施工泵压:mean
E0622,施工泵压方差: 354.5006,stat,,,,,segment_stats:红页L1HF:18:施工泵压:var
E0623,施工情况 加砂前,condition,,,,,condition:红页L1HF:18:加砂前
E0624,施工时间 2024-01-13 16:02:20,time,,,,,condition_time:红页L1HF:18:加砂前
E0625,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:18:加砂前:砂比:mean
E0626,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:18:加砂前:砂比:var
E0627,排量平均值: 8.1516,stat,,,,,condition_stats:红页L1HF:18:加砂前:排量:mean
E0628,排量方差: 53.4647,stat,,,,,condition_stats:红页L1HF:18:加砂前:排量:var
E0629,施工泵压平均值: 60.2757,stat,,,,,condition_stats:红页L1HF:18:加砂前:施工泵压:mean
E0630,施工泵压方差: 205.851,stat,,,,,condition_stats:红页L1HF:18:加砂前:施工泵压:var
E0631,施工情况 加砂中,condition,,,,,condition:红页L1HF:18:加砂中
E0632,施工时间 2024-01-13 16:40:00,time,,,,,condition_time:红页L1HF:18:加砂中
E0633,砂比平均值: 9.9561,stat,,,,,condition_stats:红页L1HF:18:加砂中:砂比:mean
E0634,砂比方差: 5.4314,stat,,,,,condition_stats:红页L1HF:18:加砂中:砂比:var
E0635,排量平均值: 23.6377,stat,,,,,condition_stats:红页L1HF:18:加砂中:排量:mean
E0636,排量方差: 0.4627,stat,,,,,condition_stats:红页L1HF:18:加砂中:排量:var
E0637,施工泵压平均值: 80.3142,stat,,,,,condition_stats:红页L1HF:18:加砂中:施工泵压:mean
E0638,施工泵压方差: 11.7133,stat,,,,,condition_stats:红页L1HF:18:加砂中:施工泵压:var
E0639,工况 缝内暂堵,worktype,,,,,worktype:红页L1HF:18:加砂中:缝内暂堵
E0640,工况时间 2024-01-13 17:04:20,time,,,,,worktype_time:红页L1HF:18:加砂中:缝内暂堵
E0641,砂比平均值: 7.2769,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:砂比:mean
E0642,砂比方差: 3.7541,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:砂比:var
E0643,排量平均值: 23.5718,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:排量:mean
E0644,排量方差: 0.2686,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:排量:var
E0645,施工泵压平均值: 77.8267,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:施工泵压:mean
E0646,施工泵压方差: 6.0742,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝内暂堵:施工泵压:var
E0647,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:18:加砂中:缝内暂堵
E0648,工况 缝口暂堵,worktype,,,,,worktype:红页L1HF:18:加砂中:缝口暂堵
E0649,工况时间 2024-01-13 17:33:00,time,,,,,worktype_time:红页L1HF:18:加砂中:缝口暂堵
E0650,砂比平均值: 8.5542,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:砂比:mean
E0651,砂比方差: 7.9825,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:砂比:var
E0652,排量平均值: 22.9024,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:排量:mean
E0653,排量方差: 2.7999,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:排量:var
E0654,施工泵压平均值: 79.0464,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:施工泵压:mean
E0655,施工泵压方差: 19.9111,stat,,,,,worktype_stats:红页L1HF:18:加砂中:缝口暂堵:施工泵压:var
E0656,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:18:加砂中:缝口暂堵
E0657,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:18:加砂中:主缝延伸
E0658,工况时间 2024-01-13 18:04:20,time,,,,,worktype_time:红页L1HF:18:加砂中:主缝延伸
E0659,砂比平均值: 11.2691,stat,,,,,worktype_stats:红页L1HF:18:加砂中:主缝延伸:砂比:mean
E0660,砂比方差: 4.4038,stat,,,,,worktype_stats:红页L1HF:18:加砂中:主缝延伸:砂比:var
E0661,排量平均值: 24.0329,stat,,,,,worktype_stats:红页L1HF:18:加砂中:主缝延伸:排量:mean
E0662,排量方差: 0.0001,stat,,,,,worktype_stats:红页L1HF:18:加砂中:主缝延伸:排量:var
E0663,施工泵压平均值: 83.1101,stat,,,,,worktype_stats:红页L1HF:18:加砂中:主缝延伸:施工泵压:mean
E0664,施工泵压方差: 3.2891,stat,,,,,worktype_stats:红页L1HF:18:加砂中:主缝延伸:施工泵压:var
E0665,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:18:加砂中:主缝延伸
E0666,施工情况 加砂后,condition,,,,,condition:红页L1HF:18:加砂后
E0667,施工时间 2024-01-13 18:22:00,time,,,,,condition_time:红页L1HF:18:加砂后
E0668,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:18:加砂后:砂比:mean
E0669,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:18:加砂后:砂比:var
E0670,排量平均值: 2.2057,stat,,,,,condition_stats:红页L1HF:18:加砂后:排量:mean
E0671,排量方差: 45.0523,stat,,,,,condition_stats:红页L1HF:18:加砂后:排量:var
E0672,施工泵压平均值: 39.0629,stat,,,,,condition_stats:红页L1HF:18:加砂后:施工泵压:mean
E0673,施工泵压方差: 183.3668,stat,,,,,condition_stats:红页L1HF:18:加砂后:施工泵压:var
E0674,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:18:加砂后:主缝延伸
E0675,工况时间 2024-01-13 18:22:00,time,,,,,worktype_time:红页L1HF:18:加砂后:主缝延伸
E0676,砂比平均值: 无数据,stat,,,,,worktype_stats:红页L1HF:18:加砂后:主缝延伸:砂比:mean
E0677,砂比方差: 无数据,stat,,,,,worktype_stats:红页L1HF:18:加砂后:主缝延伸:砂比:var
E0678,排量平均值: 24.04,stat,,,,,worktype_stats:红页L1HF:18:加砂后:主缝延伸:排量:mean
E0679,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:18:加砂后:主缝延伸:排量:var
E0680,施工泵压平均值: 82.02,stat,,,,,worktype_stats:红页L1HF:18:加砂后:主缝延伸:施工泵压:mean
E0681,施工泵压方差: 0.0,stat,,,,,worktype_stats:红页L1HF:18:加砂后:主缝延伸:施工泵压:var
E0682,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:18:加砂后:主缝延伸
E0683,段号 19,segment,,,,,segment:红页L1HF:19
E0684,段号时间 2024-01-14 07:46:00,time,,,,,segment_time:红页L1HF:19
E0685,砂比平均值: 9.6791,stat,,,,,segment_stats:红页L1HF:19:砂比:mean
E0686,砂比方差: 5.8663,stat,,,,,segment_stats:红页L1HF:19:砂比:var
E0687,排量平均值: 16.0491,stat,,,,,segment_stats:红页L1HF:19:排量:mean
E0688,排量方差: 112.0055,stat,,,,,segment_stats:红页L1HF:19:排量:var
E0689,施工泵压平均值: 69.4963,stat,,,,,segment_stats:红页L1HF:19:施工泵压:mean
E0690,施工泵压方差: 388.4978,stat,,,,,segment_stats:红页L1HF:19:施工泵压:var
E0691,施工情况 加砂前,condition,,,,,condition:红页L1HF:19:加砂前
E0692,施工时间 2024-01-14 07:46:00,time,,,,,condition_time:红页L1HF:19:加砂前
E0693,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:19:加砂前:砂比:mean
E0694,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:19:加砂前:砂比:var
E0695,排量平均值: 9.2166,stat,,,,,condition_stats:红页L1HF:19:加砂前:排量:mean
E0696,排量方差: 63.3102,stat,,,,,condition_stats:红页L1HF:19:加砂前:排量:var
E0697,施工泵压平均值: 60.4191,stat,,,,,condition_stats:红页L1HF:19:加砂前:施工泵压:mean
E0698,施工泵压方差: 286.5138,stat,,,,,condition_stats:红页L1HF:19:加砂前:施工泵压:var
E0699,施工情况 加砂中,condition,,,,,condition:红页L1HF:19:加砂中
E0700,施工时间 2024-01-14 08:20:40,time,,,,,condition_time:红页L1HF:19:加砂中
E0701,砂比平均值: 9.6791,stat,,,,,condition_stats:红页L1HF:19:加砂中:砂比:mean
E0702,砂比方差: 5.8663,stat,,,,,condition_stats:红页L1HF:19:加砂中:砂比:var
E0703,排量平均值: 24.0034,stat,,,,,condition_stats:红页L1HF:19:加砂中:排量:mean
E0704,排量方差: 0.2524,stat,,,,,condition_stats:红页L1HF:19:加砂中:排量:var
E0705,施工泵压平均值: 83.0463,stat,,,,,condition_stats:红页L1HF:19:加砂中:施工泵压:mean
E0706,施工泵压方差: 9.5203,stat,,,,,condition_stats:红页L1HF:19:加砂中:施工泵压:var
E0707,工况 缝内暂堵,worktype,,,,,worktype:红页L1HF:19:加砂中:缝内暂堵
E0708,工况时间 2024-01-14 08:44:40,time,,,,,worktype_time:红页L1HF:19:加砂中:缝内暂堵
E0709,砂比平均值: 7.3478,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝内暂堵:砂比:mean
E0710,砂比方差: 3.3573,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝内暂堵:砂比:var
E0711,排量平均值: 24.0797,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝内暂堵:排量:mean
E0712,排量方差: 0.0001,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝内暂堵:排量:var
E0713,施工泵压平均值: 81.4492,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝内暂堵:施工泵压:mean
E0714,施工泵压方差: 10.4385,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝内暂堵:施工泵压:var
E0715,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:19:加砂中:缝内暂堵
E0716,工况 缝口暂堵,worktype,,,,,worktype:红页L1HF:19:加砂中:缝口暂堵
E0717,工况时间 2024-01-14 09:13:00,time,,,,,worktype_time:红页L1HF:19:加砂中:缝口暂堵
E0718,砂比平均值: 8.2963,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝口暂堵:砂比:mean
E0719,砂比方差: 5.0752,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝口暂堵:砂比:var
E0720,排量平均值: 23.1182,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝口暂堵:排量:mean
E0721,排量方差: 2.3343,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝口暂堵:排量:var
E0722,施工泵压平均值: 81.3891,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝口暂堵:施工泵压:mean
E0723,施工泵压方差: 19.1202,stat,,,,,worktype_stats:红页L1HF:19:加砂中:缝口暂堵:施工泵压:var
E0724,当前建议: 无建议,suggestion,,,,,suggestion:红页L1HF:19:加砂中:缝口暂堵
E0725,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:19:加砂中:主缝延伸
E0726,工况时间 2024-01-14 09:53:30,time,,,,,worktype_time:红页L1HF:19:加砂中:主缝延伸
E0727,砂比平均值: 11.8222,stat,,,,,worktype_stats:红页L1HF:19:加砂中:主缝延伸:砂比:mean
E0728,砂比方差: 3.5626,stat,,,,,worktype_stats:红页L1HF:19:加砂中:主缝延伸:砂比:var
E0729,排量平均值: 24.07,stat,,,,,worktype_stats:红页L1HF:19:加砂中:主缝延伸:排量:mean
E0730,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:19:加砂中:主缝延伸:排量:var
E0731,施工泵压平均值: 86.3549,stat,,,,,worktype_stats:红页L1HF:19:加砂中:主缝延伸:施工泵压:mean
E0732,施工泵压方差: 0.0842,stat,,,,,worktype_stats:红页L1HF:19:加砂中:主缝延伸:施工泵压:var
E0733,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:19:加砂中:主缝延伸
E0734,施工情况 加砂后,condition,,,,,condition:红页L1HF:19:加砂后
E0735,施工时间 2024-01-14 10:01:00,time,,,,,condition_time:红页L1HF:19:加砂后
E0736,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:19:加砂后:砂比:mean
E0737,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:19:加砂后:砂比:var
E0738,排量平均值: 2.0686,stat,,,,,condition_stats:红页L1HF:19:加砂后:排量:mean
E0739,排量方差: 42.471,stat,,,,,condition_stats:红页L1HF:19:加砂后:排量:var
E0740,施工泵压平均值: 43.2916,stat,,,,,condition_stats:红页L1HF:19:加砂后:施工泵压:mean
E0741,施工泵压方差: 219.9578,stat,,,,,condition_stats:红页L1HF:19:加砂后:施工泵压:var
E0742,工况 主缝延伸,worktype,,,,,worktype:红页L1HF:19:加砂后:主缝延伸
E0743,工况时间 2024-01-14 10:01:00,time,,,,,worktype_time:红页L1HF:19:加砂后:主缝延伸
E0744,砂比平均值: 无数据,stat,,,,,worktype_stats:红页L1HF:19:加砂后:主缝延伸:砂比:mean
E0745,砂比方差: 无数据,stat,,,,,worktype_stats:红页L1HF:19:加砂后:主缝延伸:砂比:var
E0746,排量平均值: 24.07,stat,,,,,worktype_stats:红页L1HF:19:加砂后:主缝延伸:排量:mean
E0747,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:19:加砂后:主缝延伸:排量:var
E0748,施工泵压平均值: 86.526,stat,,,,,worktype_stats:红页L1HF:19:加砂后:主缝延伸:施工泵压:mean
E0749,施工泵压方差: 0.0021,stat,,,,,worktype_stats:红页L1HF:19:加砂后:主缝延伸:施工泵压:var
E0750,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:19:加砂后:主缝延伸
E0751,段号 2,segment,,,,,segment:红页L1HF:2
E0752,段号时间 2024-01-05 08:41:30,time,,,,,segment_time:红页L1HF:2
E0753,砂比平均值: 9.4044,stat,,,,,segment_stats:红页L1HF:2:砂比:mean
E0754,砂比方差: 5.8548,stat,,,,,segment_stats:红页L1HF:2:砂比:var
E0755,排量平均值: 12.9907,stat,,,,,segment_stats:红页L1HF:2:排量:mean
E0756,排量方差: 119.1341,stat,,,,,segment_stats:红页L1HF:2:排量:var
E0757,施工泵压平均值: 52.6909,stat,,,,,segment_stats:红页L1HF:2:施工泵压:mean
E0758,施工泵压方差: 447.4888,stat,,,,,segment_stats:红页L1HF:2:施工泵压:var
E0759,施工情况 加砂前,condition,,,,,condition:红页L1HF:2:加砂前
E0760,施工时间 2024-01-05 08:41:30,time,,,,,condition_time:红页L1HF:2:加砂前
E0761,砂比平均值: 无数据,stat,,,,,condition_stats:红页L1HF:2:加砂前:砂比:mean
E0762,砂比方差: 无数据,stat,,,,,condition_stats:红页L1HF:2:加砂前:砂比:var
E0763,排量平均值: 5.984,stat,,,,,condition_stats:红页L1HF:2:加砂前:排量:mean
E0764,排量方差: 45.2863,stat,,,,,condition_stats:红页L1HF:2:加砂前:排量:var
E0765,施工泵压平均值: 45.6901,stat,,,,,condition_stats:红页L1HF:2:加砂前:施工泵压:mean
E0766,施工泵压方差: 255.1716,stat,,,,,condition_stats:红页L1HF:2:加砂前:施工泵压:var
E0767,工况 缝高延伸,worktype,,,,,worktype:红页L1HF:2:加砂前:缝高延伸
E0768,工况时间 2024-01-05 09:18:00,time,,,,,worktype_time:红页L1HF:2:加砂前:缝高延伸
E0769,砂比平均值: 无数据,stat,,,,,worktype_stats:红页L1HF:2:加砂前:缝高延伸:砂比:mean
E0770,砂比方差: 无数据,stat,,,,,worktype_stats:红页L1HF:2:加砂前:缝高延伸:砂比:var
E0771,排量平均值: 20.3359,stat,,,,,worktype_stats:红页L1HF:2:加砂前:缝高延伸:排量:mean
E0772,排量方差: 7.1289,stat,,,,,worktype_stats:红页L1HF:2:加砂前:缝高延伸:排量:var
E0773,施工泵压平均值: 77.009,stat,,,,,worktype_stats:红页L1HF:2:加砂前:缝高延伸:施工泵压:mean
E0774,施工泵压方差: 35.144,stat,,,,,worktype_stats:红页L1HF:2:加砂前:缝高延伸:施工泵压:var
E0775,当前建议: 保持当前措施,suggestion,,,,,suggestion:红页L1HF:2:加砂前:缝高延伸
E0776,施工情况 加砂中,condition,,,,,condition:红页L1HF:2:加砂中
E0777,施工时间 2024-01-05 09:25:00,time,,,,,condition_time:红页L1HF:2:加砂中
E0778,砂比平均值: 9.4044,stat,,,,,condition_stats:红页L1HF:2:加砂中:砂比:mean
E0779,砂比方差: 5.8548,stat,,,,,condition_stats:红页L1HF:2:加砂中:砂比:var
E0780,排量平均值: 22.8635,stat,,,,,condition_stats:红页L1HF:2:加砂中:排量:mean
E0781,排量方差: 13.5689,stat,,,,,condition_stats:红页L1HF:2:加砂中:排量:var
E0782,施工泵压平均值: 69.4644,stat,,,,,condition_stats:红页L1HF:2:加砂中:施工泵压:mean
E0783,施工泵压方差: 68.5288,stat,,,,,condition_stats:红页L1HF:2:加砂中:施工泵压:var
E0784,工况 缝高延伸,worktype,,,,,worktype:红页L1HF:2:加砂中:缝高延伸
E0785,工况时间 2024-01-05 09:25:00,time,,,,,worktype_time:红页L1HF:2:加砂中:缝高延伸
E0786,砂比平均值: 3.2667,stat,,,,,worktype_stats:红页L1HF:2:加砂中:缝高延伸:砂比:mean
E0787,砂比方差: 3.5756,stat,,,,,worktype_stats:红页L1HF:2:加砂中:缝高延伸:砂比:var
E0788,排量平均值: 23.98,stat,,,,,worktype_stats:红页L1HF:2:加砂中:缝高延伸:排量:mean
E0789,排量方差: 0.0,stat,,,,,worktype_stats:红页L1HF:2:加砂中:缝高延伸:排量:var
E0790,施工泵压平均值: 63.9867,stat,,,,,worktype_stats:红页L1HF:2:加砂中:缝高延伸:施工泵压:mean
