id,head,relation,tail,head_entity_id,tail_entity_id,head_source_id,tail_source_id
536,时间窗 W004,砂比特征,砂比变化：0,E00231,E00235,time_window:红页L1HF:16:4,sand_feature:红页L1HF:16:4
537,段 16,包含时间窗,时间窗 W005,E00215,E00236,segment:红页L1HF:16,time_window:红页L1HF:16:5
538,时间窗 W005,采用液型,15%HCl@时间窗 W005,E00236,E00237,time_window:红页L1HF:16:5,fluid_usage:红页L1HF:16:5:15%HCl
539,15%HCl@时间窗 W005,液型类别,液型 15%HCl,E00237,E00016,fluid_usage:红页L1HF:16:5:15%HCl,fluid_type:15%HCl
540,15%HCl@时间窗 W005,开始时间,2024-01-12 08:12:01,E00237,,fluid_usage:红页L1HF:16:5:15%HCl,
541,15%HCl@时间窗 W005,结束时间,2024-01-12 08:12:01,E00237,,fluid_usage:红页L1HF:16:5:15%HCl,
542,15%HCl@时间窗 W005,持续时间,0秒,E00237,,fluid_usage:红页L1HF:16:5:15%HCl,
543,15%HCl@时间窗 W005,泵压特征,"施工泵压变化 起47.82→止47.82，变化0，均值47.82，范围[47.82, 47.82]",E00237,E00238,fluid_usage:红页L1HF:16:5:15%HCl,pressure_feature:红页L1HF:16:5
544,15%HCl@时间窗 W005,排量特征,"排量变化 起2→止2，变化0，均值2，范围[2, 2]",E00237,E00239,fluid_usage:红页L1HF:16:5:15%HCl,flow_feature:红页L1HF:16:5
545,15%HCl@时间窗 W005,砂比特征,砂比变化：0,E00237,E00240,fluid_usage:红页L1HF:16:5:15%HCl,sand_feature:红页L1HF:16:5
546,时间窗 W005,施工特征,"施工泵压变化 起47.82→止47.82，变化0，均值47.82，范围[47.82, 47.82]",E00236,E00238,time_window:红页L1HF:16:5,pressure_feature:红页L1HF:16:5
547,时间窗 W005,施工特征,"排量变化 起2→止2，变化0，均值2，范围[2, 2]",E00236,E00239,time_window:红页L1HF:16:5,flow_feature:红页L1HF:16:5
548,时间窗 W005,砂比特征,砂比变化：0,E00236,E00240,time_window:红页L1HF:16:5,sand_feature:红页L1HF:16:5
549,段 16,包含时间窗,时间窗 W006,E00215,E00241,segment:红页L1HF:16,time_window:红页L1HF:16:6
550,时间窗 W006,采用液型,0.25%减阻水@时间窗 W006,E00241,E00242,time_window:红页L1HF:16:6,fluid_usage:红页L1HF:16:6:0.25%减阻水
551,0.25%减阻水@时间窗 W006,液型类别,液型 0.25%减阻水,E00242,E00022,fluid_usage:红页L1HF:16:6:0.25%减阻水,fluid_type:0.25%减阻水
552,0.25%减阻水@时间窗 W006,开始时间,2024-01-12 08:12:10,E00242,,fluid_usage:红页L1HF:16:6:0.25%减阻水,
553,0.25%减阻水@时间窗 W006,结束时间,2024-01-12 08:36:00,E00242,,fluid_usage:红页L1HF:16:6:0.25%减阻水,
554,0.25%减阻水@时间窗 W006,持续时间,23分钟50秒,E00242,,fluid_usage:红页L1HF:16:6:0.25%减阻水,
555,0.25%减阻水@时间窗 W006,泵压特征,"施工泵压变化 起47.84→止71.51，变化23.67，均值66.7444，范围[47.84, 91.98]",E00242,E00243,fluid_usage:红页L1HF:16:6:0.25%减阻水,pressure_feature:红页L1HF:16:6
556,0.25%减阻水@时间窗 W006,排量特征,"排量变化 起2→止24.09，变化22.09，均值11.307，范围[2, 24.09]",E00242,E00244,fluid_usage:红页L1HF:16:6:0.25%减阻水,flow_feature:红页L1HF:16:6
557,0.25%减阻水@时间窗 W006,砂比特征,"砂比变化 起1.4→止5.1，变化3.7，均值4.34，范围[1.4, 5.4]",E00242,E00245,fluid_usage:红页L1HF:16:6:0.25%减阻水,sand_feature:红页L1HF:16:6
558,时间窗 W006,施工特征,"施工泵压变化 起47.84→止71.51，变化23.67，均值66.7444，范围[47.84, 91.98]",E00241,E00243,time_window:红页L1HF:16:6,pressure_feature:红页L1HF:16:6
559,时间窗 W006,施工特征,"排量变化 起2→止24.09，变化22.09，均值11.307，范围[2, 24.09]",E00241,E00244,time_window:红页L1HF:16:6,flow_feature:红页L1HF:16:6
560,时间窗 W006,砂比特征,"砂比变化 起1.4→止5.1，变化3.7，均值4.34，范围[1.4, 5.4]",E00241,E00245,time_window:红页L1HF:16:6,sand_feature:红页L1HF:16:6
561,段 16,包含时间窗,时间窗 W007,E00215,E00246,segment:红页L1HF:16,time_window:红页L1HF:16:7
562,时间窗 W007,采用液型,0.12%减阻水@时间窗 W007,E00246,E00247,time_window:红页L1HF:16:7,fluid_usage:红页L1HF:16:7:0.12%减阻水
563,0.12%减阻水@时间窗 W007,液型类别,液型 0.12%减阻水,E00247,E00010,fluid_usage:红页L1HF:16:7:0.12%减阻水,fluid_type:0.12%减阻水
564,0.12%减阻水@时间窗 W007,开始时间,2024-01-12 08:36:10,E00247,,fluid_usage:红页L1HF:16:7:0.12%减阻水,
565,0.12%减阻水@时间窗 W007,结束时间,2024-01-12 10:38:30,E00247,,fluid_usage:红页L1HF:16:7:0.12%减阻水,
566,0.12%减阻水@时间窗 W007,持续时间,2小时2分钟20秒,E00247,,fluid_usage:红页L1HF:16:7:0.12%减阻水,
567,0.12%减阻水@时间窗 W007,泵压特征,"施工泵压变化 起71.73→止87.67，变化15.94，均值82.1859，范围[63.03, 91.78]",E00247,E00248,fluid_usage:红页L1HF:16:7:0.12%减阻水,pressure_feature:红页L1HF:16:7
568,0.12%减阻水@时间窗 W007,排量特征,"排量变化 起24.09→止24.07，变化-0.02，均值23.6299，范围[18.17, 24.14]",E00247,E00249,fluid_usage:红页L1HF:16:7:0.12%减阻水,flow_feature:红页L1HF:16:7
569,0.12%减阻水@时间窗 W007,砂比特征,"砂比变化 起5.1→止14，变化8.9，均值9.7328，范围[0.2, 14]",E00247,E00250,fluid_usage:红页L1HF:16:7:0.12%减阻水,sand_feature:红页L1HF:16:7
570,时间窗 W007,施工特征,"施工泵压变化 起71.73→止87.67，变化15.94，均值82.1859，范围[63.03, 91.78]",E00246,E00248,time_window:红页L1HF:16:7,pressure_feature:红页L1HF:16:7
571,时间窗 W007,施工特征,"排量变化 起24.09→止24.07，变化-0.02，均值23.6299，范围[18.17, 24.14]",E00246,E00249,time_window:红页L1HF:16:7,flow_feature:红页L1HF:16:7
572,时间窗 W007,砂比特征,"砂比变化 起5.1→止14，变化8.9，均值9.7328，范围[0.2, 14]",E00246,E00250,time_window:红页L1HF:16:7,sand_feature:红页L1HF:16:7
573,段 16,包含时间窗,时间窗 W008,E00215,E00251,segment:红页L1HF:16,time_window:红页L1HF:16:8
574,时间窗 W008,采用液型,0.25%减阻水@时间窗 W008,E00251,E00252,time_window:红页L1HF:16:8,fluid_usage:红页L1HF:16:8:0.25%减阻水
575,0.25%减阻水@时间窗 W008,液型类别,液型 0.25%减阻水,E00252,E00022,fluid_usage:红页L1HF:16:8:0.25%减阻水,fluid_type:0.25%减阻水
576,0.25%减阻水@时间窗 W008,开始时间,2024-01-12 10:38:40,E00252,,fluid_usage:红页L1HF:16:8:0.25%减阻水,
577,0.25%减阻水@时间窗 W008,结束时间,2024-01-12 10:41:20,E00252,,fluid_usage:红页L1HF:16:8:0.25%减阻水,
578,0.25%减阻水@时间窗 W008,持续时间,2分钟40秒,E00252,,fluid_usage:红页L1HF:16:8:0.25%减阻水,
579,0.25%减阻水@时间窗 W008,泵压特征,"施工泵压变化 起87.58→止85.77，变化-1.81，均值86.78，范围[85.77, 87.6]",E00252,E00253,fluid_usage:红页L1HF:16:8:0.25%减阻水,pressure_feature:红页L1HF:16:8
580,0.25%减阻水@时间窗 W008,排量特征,"排量变化 起24.07→止24.07，变化0，均值24.07，范围[24.07, 24.07]",E00252,E00254,fluid_usage:红页L1HF:16:8:0.25%减阻水,flow_feature:红页L1HF:16:8
581,0.25%减阻水@时间窗 W008,砂比特征,"砂比变化 起14→止1.8，变化-12.2，均值12.9833，范围[1.8, 14]",E00252,E00255,fluid_usage:红页L1HF:16:8:0.25%减阻水,sand_feature:红页L1HF:16:8
582,时间窗 W008,施工特征,"施工泵压变化 起87.58→止85.77，变化-1.81，均值86.78，范围[85.77, 87.6]",E00251,E00253,time_window:红页L1HF:16:8,pressure_feature:红页L1HF:16:8
583,时间窗 W008,施工特征,"排量变化 起24.07→止24.07，变化0，均值24.07，范围[24.07, 24.07]",E00251,E00254,time_window:红页L1HF:16:8,flow_feature:红页L1HF:16:8
584,时间窗 W008,砂比特征,"砂比变化 起14→止1.8，变化-12.2，均值12.9833，范围[1.8, 14]",E00251,E00255,time_window:红页L1HF:16:8,sand_feature:红页L1HF:16:8
585,段 16,包含时间窗,时间窗 W009,E00215,E00256,segment:红页L1HF:16,time_window:红页L1HF:16:9
586,时间窗 W009,采用液型,0.12%减阻水@时间窗 W009,E00256,E00257,time_window:红页L1HF:16:9,fluid_usage:红页L1HF:16:9:0.12%减阻水
587,0.12%减阻水@时间窗 W009,液型类别,液型 0.12%减阻水,E00257,E00010,fluid_usage:红页L1HF:16:9:0.12%减阻水,fluid_type:0.12%减阻水
588,0.12%减阻水@时间窗 W009,开始时间,2024-01-12 10:41:40,E00257,,fluid_usage:红页L1HF:16:9:0.12%减阻水,
589,0.12%减阻水@时间窗 W009,结束时间,2024-01-12 11:14:30,E00257,,fluid_usage:红页L1HF:16:9:0.12%减阻水,
590,0.12%减阻水@时间窗 W009,持续时间,32分钟50秒,E00257,,fluid_usage:红页L1HF:16:9:0.12%减阻水,
591,0.12%减阻水@时间窗 W009,泵压特征,"施工泵压变化 起85.6→止0.76，变化-84.84，均值36.3602，范围[0.76, 85.6]",E00257,E00258,fluid_usage:红页L1HF:16:9:0.12%减阻水,pressure_feature:红页L1HF:16:9
592,0.12%减阻水@时间窗 W009,排量特征,"排量变化 起24.07→止0，变化-24.07，均值1.648，范围[0, 24.09]",E00257,E00259,fluid_usage:红页L1HF:16:9:0.12%减阻水,flow_feature:红页L1HF:16:9
593,0.12%减阻水@时间窗 W009,砂比特征,砂比变化：0,E00257,E00260,fluid_usage:红页L1HF:16:9:0.12%减阻水,sand_feature:红页L1HF:16:9
594,时间窗 W009,施工特征,"施工泵压变化 起85.6→止0.76，变化-84.84，均值36.3602，范围[0.76, 85.6]",E00256,E00258,time_window:红页L1HF:16:9,pressure_feature:红页L1HF:16:9
595,时间窗 W009,施工特征,"排量变化 起24.07→止0，变化-24.07，均值1.648，范围[0, 24.09]",E00256,E00259,time_window:红页L1HF:16:9,flow_feature:红页L1HF:16:9
596,时间窗 W009,砂比特征,砂比变化：0,E00256,E00260,time_window:红页L1HF:16:9,sand_feature:红页L1HF:16:9
597,井 红页L1HF,包含段,段 17,E00001,E00261,well:红页L1HF,segment:红页L1HF:17
598,段 17,包含时间窗,时间窗 W001,E00261,E00262,segment:红页L1HF:17,time_window:红页L1HF:17:1
599,时间窗 W001,采用液型,未标注液型@时间窗 W001,E00262,E00263,time_window:红页L1HF:17:1,fluid_usage:红页L1HF:17:1:未标注液型
600,未标注液型@时间窗 W001,液型类别,液型 未标注液型,E00263,E00004,fluid_usage:红页L1HF:17:1:未标注液型,fluid_type:未标注液型
601,未标注液型@时间窗 W001,开始时间,2024-01-12 14:47:30,E00263,,fluid_usage:红页L1HF:17:1:未标注液型,
602,未标注液型@时间窗 W001,结束时间,2024-01-12 14:47:30,E00263,,fluid_usage:红页L1HF:17:1:未标注液型,
603,未标注液型@时间窗 W001,持续时间,0秒,E00263,,fluid_usage:红页L1HF:17:1:未标注液型,
604,未标注液型@时间窗 W001,泵压特征,"施工泵压变化 起16.52→止16.52，变化0，均值16.52，范围[16.52, 16.52]",E00263,E00264,fluid_usage:红页L1HF:17:1:未标注液型,pressure_feature:红页L1HF:17:1
605,未标注液型@时间窗 W001,排量特征,"排量变化 起0.07→止0.07，变化0，均值0.07，范围[0.07, 0.07]",E00263,E00265,fluid_usage:红页L1HF:17:1:未标注液型,flow_feature:红页L1HF:17:1
606,未标注液型@时间窗 W001,砂比特征,砂比变化：0,E00263,E00266,fluid_usage:红页L1HF:17:1:未标注液型,sand_feature:红页L1HF:17:1
607,时间窗 W001,施工特征,"施工泵压变化 起16.52→止16.52，变化0，均值16.52，范围[16.52, 16.52]",E00262,E00264,time_window:红页L1HF:17:1,pressure_feature:红页L1HF:17:1
608,时间窗 W001,施工特征,"排量变化 起0.07→止0.07，变化0，均值0.07，范围[0.07, 0.07]",E00262,E00265,time_window:红页L1HF:17:1,flow_feature:红页L1HF:17:1
609,时间窗 W001,砂比特征,砂比变化：0,E00262,E00266,time_window:红页L1HF:17:1,sand_feature:红页L1HF:17:1
610,段 17,包含时间窗,时间窗 W002,E00261,E00267,segment:红页L1HF:17,time_window:红页L1HF:17:2
611,时间窗 W002,采用液型,0.12%减阻水@时间窗 W002,E00267,E00268,time_window:红页L1HF:17:2,fluid_usage:红页L1HF:17:2:0.12%减阻水
612,0.12%减阻水@时间窗 W002,液型类别,液型 0.12%减阻水,E00268,E00010,fluid_usage:红页L1HF:17:2:0.12%减阻水,fluid_type:0.12%减阻水
613,0.12%减阻水@时间窗 W002,开始时间,2024-01-12 14:47:40,E00268,,fluid_usage:红页L1HF:17:2:0.12%减阻水,
614,0.12%减阻水@时间窗 W002,结束时间,2024-01-12 14:50:30,E00268,,fluid_usage:红页L1HF:17:2:0.12%减阻水,
615,0.12%减阻水@时间窗 W002,持续时间,2分钟50秒,E00268,,fluid_usage:红页L1HF:17:2:0.12%减阻水,
616,0.12%减阻水@时间窗 W002,泵压特征,"施工泵压变化 起24.02→止39.1，变化15.08，均值34.0067，范围[24.02, 39.1]",E00268,E00269,fluid_usage:红页L1HF:17:2:0.12%减阻水,pressure_feature:红页L1HF:17:2
617,0.12%减阻水@时间窗 W002,排量特征,"排量变化 起0.42→止1.99，变化1.57，均值1.6439，范围[0.42, 1.99]",E00268,E00270,fluid_usage:红页L1HF:17:2:0.12%减阻水,flow_feature:红页L1HF:17:2
618,0.12%减阻水@时间窗 W002,砂比特征,砂比变化：0,E00268,E00271,fluid_usage:红页L1HF:17:2:0.12%减阻水,sand_feature:红页L1HF:17:2
619,时间窗 W002,施工特征,"施工泵压变化 起24.02→止39.1，变化15.08，均值34.0067，范围[24.02, 39.1]",E00267,E00269,time_window:红页L1HF:17:2,pressure_feature:红页L1HF:17:2
620,时间窗 W002,施工特征,"排量变化 起0.42→止1.99，变化1.57，均值1.6439，范围[0.42, 1.99]",E00267,E00270,time_window:红页L1HF:17:2,flow_feature:红页L1HF:17:2
621,时间窗 W002,砂比特征,砂比变化：0,E00267,E00271,time_window:红页L1HF:17:2,sand_feature:红页L1HF:17:2
622,段 17,包含时间窗,时间窗 W003,E00261,E00272,segment:红页L1HF:17,time_window:红页L1HF:17:3
623,时间窗 W003,采用液型,15%HCl@时间窗 W003,E00272,E00273,time_window:红页L1HF:17:3,fluid_usage:红页L1HF:17:3:15%HCl
624,15%HCl@时间窗 W003,液型类别,液型 15%HCl,E00273,E00016,fluid_usage:红页L1HF:17:3:15%HCl,fluid_type:15%HCl
625,15%HCl@时间窗 W003,开始时间,2024-01-12 14:50:40,E00273,,fluid_usage:红页L1HF:17:3:15%HCl,
626,15%HCl@时间窗 W003,结束时间,2024-01-12 14:55:30,E00273,,fluid_usage:红页L1HF:17:3:15%HCl,
627,15%HCl@时间窗 W003,持续时间,4分钟50秒,E00273,,fluid_usage:红页L1HF:17:3:15%HCl,
628,15%HCl@时间窗 W003,泵压特征,"施工泵压变化 起39.01→止40.1，变化1.09，均值39.6462，范围[39, 40.1]",E00273,E00274,fluid_usage:红页L1HF:17:3:15%HCl,pressure_feature:红页L1HF:17:3
629,15%HCl@时间窗 W003,排量特征,"排量变化 起1.99→止1.99，变化0，均值1.99，范围[1.99, 1.99]",E00273,E00275,fluid_usage:红页L1HF:17:3:15%HCl,flow_feature:红页L1HF:17:3
630,15%HCl@时间窗 W003,砂比特征,砂比变化：0,E00273,E00276,fluid_usage:红页L1HF:17:3:15%HCl,sand_feature:红页L1HF:17:3
631,时间窗 W003,施工特征,"施工泵压变化 起39.01→止40.1，变化1.09，均值39.6462，范围[39, 40.1]",E00272,E00274,time_window:红页L1HF:17:3,pressure_feature:红页L1HF:17:3
632,时间窗 W003,施工特征,"排量变化 起1.99→止1.99，变化0，均值1.99，范围[1.99, 1.99]",E00272,E00275,time_window:红页L1HF:17:3,flow_feature:红页L1HF:17:3
633,时间窗 W003,砂比特征,砂比变化：0,E00272,E00276,time_window:红页L1HF:17:3,sand_feature:红页L1HF:17:3
634,段 17,包含时间窗,时间窗 W004,E00261,E00277,segment:红页L1HF:17,time_window:红页L1HF:17:4
635,时间窗 W004,采用液型,0.25%减阻水@时间窗 W004,E00277,E00278,time_window:红页L1HF:17:4,fluid_usage:红页L1HF:17:4:0.25%减阻水
636,0.25%减阻水@时间窗 W004,液型类别,液型 0.25%减阻水,E00278,E00022,fluid_usage:红页L1HF:17:4:0.25%减阻水,fluid_type:0.25%减阻水
637,0.25%减阻水@时间窗 W004,开始时间,2024-01-12 14:55:50,E00278,,fluid_usage:红页L1HF:17:4:0.25%减阻水,
638,0.25%减阻水@时间窗 W004,结束时间,2024-01-12 15:18:10,E00278,,fluid_usage:红页L1HF:17:4:0.25%减阻水,
639,0.25%减阻水@时间窗 W004,持续时间,22分钟20秒,E00278,,fluid_usage:红页L1HF:17:4:0.25%减阻水,
640,0.25%减阻水@时间窗 W004,泵压特征,"施工泵压变化 起40.06→止77.32，变化37.26，均值67.8627，范围[40.06, 90.51]",E00278,E00279,fluid_usage:红页L1HF:17:4:0.25%减阻水,pressure_feature:红页L1HF:17:4
641,0.25%减阻水@时间窗 W004,排量特征,"排量变化 起1.99→止24.08，变化22.09，均值11.8539，范围[1.99, 24.08]",E00278,E00280,fluid_usage:红页L1HF:17:4:0.25%减阻水,flow_feature:红页L1HF:17:4
642,0.25%减阻水@时间窗 W004,砂比特征,"砂比变化 起1.5→止5.2，变化3.7，均值3.35，范围[1.5, 5.2]",E00278,E00281,fluid_usage:红页L1HF:17:4:0.25%减阻水,sand_feature:红页L1HF:17:4
643,时间窗 W004,施工特征,"施工泵压变化 起40.06→止77.32，变化37.26，均值67.8627，范围[40.06, 90.51]",E00277,E00279,time_window:红页L1HF:17:4,pressure_feature:红页L1HF:17:4
644,时间窗 W004,施工特征,"排量变化 起1.99→止24.08，变化22.09，均值11.8539，范围[1.99, 24.08]",E00277,E00280,time_window:红页L1HF:17:4,flow_feature:红页L1HF:17:4
645,时间窗 W004,砂比特征,"砂比变化 起1.5→止5.2，变化3.7，均值3.35，范围[1.5, 5.2]",E00277,E00281,time_window:红页L1HF:17:4,sand_feature:红页L1HF:17:4
646,段 17,包含时间窗,时间窗 W005,E00261,E00282,segment:红页L1HF:17,time_window:红页L1HF:17:5
647,时间窗 W005,采用液型,0.12%减阻水@时间窗 W005,E00282,E00283,time_window:红页L1HF:17:5,fluid_usage:红页L1HF:17:5:0.12%减阻水
648,0.12%减阻水@时间窗 W005,液型类别,液型 0.12%减阻水,E00283,E00010,fluid_usage:红页L1HF:17:5:0.12%减阻水,fluid_type:0.12%减阻水
649,0.12%减阻水@时间窗 W005,开始时间,2024-01-12 15:18:20,E00283,,fluid_usage:红页L1HF:17:5:0.12%减阻水,
650,0.12%减阻水@时间窗 W005,结束时间,2024-01-12 16:45:40,E00283,,fluid_usage:红页L1HF:17:5:0.12%减阻水,
651,0.12%减阻水@时间窗 W005,持续时间,1小时27分钟20秒,E00283,,fluid_usage:红页L1HF:17:5:0.12%减阻水,
652,0.12%减阻水@时间窗 W005,泵压特征,"施工泵压变化 起77.19→止86.83，变化9.64，均值84.2036，范围[59.88, 90.33]",E00283,E00284,fluid_usage:红页L1HF:17:5:0.12%减阻水,pressure_feature:红页L1HF:17:5
653,0.12%减阻水@时间窗 W005,排量特征,"排量变化 起24.08→止22.77，变化-1.31，均值23.4246，范围[15.11, 24.09]",E00283,E00285,fluid_usage:红页L1HF:17:5:0.12%减阻水,flow_feature:红页L1HF:17:5
654,0.12%减阻水@时间窗 W005,砂比特征,"砂比变化 起5.4→止12，变化6.6，均值9.2253，范围[0.1, 12.1]",E00283,E00286,fluid_usage:红页L1HF:17:5:0.12%减阻水,sand_feature:红页L1HF:17:5
655,时间窗 W005,施工特征,"施工泵压变化 起77.19→止86.83，变化9.64，均值84.2036，范围[59.88, 90.33]",E00282,E00284,time_window:红页L1HF:17:5,pressure_feature:红页L1HF:17:5
656,时间窗 W005,施工特征,"排量变化 起24.08→止22.77，变化-1.31，均值23.4246，范围[15.11, 24.09]",E00282,E00285,time_window:红页L1HF:17:5,flow_feature:红页L1HF:17:5
657,时间窗 W005,砂比特征,"砂比变化 起5.4→止12，变化6.6，均值9.2253，范围[0.1, 12.1]",E00282,E00286,time_window:红页L1HF:17:5,sand_feature:红页L1HF:17:5
658,段 17,包含时间窗,时间窗 W006,E00261,E00287,segment:红页L1HF:17,time_window:红页L1HF:17:6
659,时间窗 W006,采用液型,0.18%减阻水@时间窗 W006,E00287,E00288,time_window:红页L1HF:17:6,fluid_usage:红页L1HF:17:6:0.18%减阻水
660,0.18%减阻水@时间窗 W006,液型类别,液型 0.18%减阻水,E00288,E00033,fluid_usage:红页L1HF:17:6:0.18%减阻水,fluid_type:0.18%减阻水
661,0.18%减阻水@时间窗 W006,开始时间,2024-01-12 16:45:50,E00288,,fluid_usage:红页L1HF:17:6:0.18%减阻水,
662,0.18%减阻水@时间窗 W006,结束时间,2024-01-12 16:51:40,E00288,,fluid_usage:红页L1HF:17:6:0.18%减阻水,
663,0.18%减阻水@时间窗 W006,持续时间,5分钟50秒,E00288,,fluid_usage:红页L1HF:17:6:0.18%减阻水,
664,0.18%减阻水@时间窗 W006,泵压特征,"施工泵压变化 起87.01→止86.51，变化-0.5，均值87.174，范围[86.51, 87.92]",E00288,E00289,fluid_usage:红页L1HF:17:6:0.18%减阻水,pressure_feature:红页L1HF:17:6
665,0.18%减阻水@时间窗 W006,排量特征,"排量变化 起22.77→止22.77，变化0，均值22.77，范围[22.77, 22.77]",E00288,E00290,fluid_usage:红页L1HF:17:6:0.18%减阻水,flow_feature:红页L1HF:17:6
666,0.18%减阻水@时间窗 W006,砂比特征,"砂比变化 起12→止1.7，变化-10.3，均值11.8321，范围[1.7, 13]",E00288,E00291,fluid_usage:红页L1HF:17:6:0.18%减阻水,sand_feature:红页L1HF:17:6
667,时间窗 W006,施工特征,"施工泵压变化 起87.01→止86.51，变化-0.5，均值87.174，范围[86.51, 87.92]",E00287,E00289,time_window:红页L1HF:17:6,pressure_feature:红页L1HF:17:6
668,时间窗 W006,施工特征,"排量变化 起22.77→止22.77，变化0，均值22.77，范围[22.77, 22.77]",E00287,E00290,time_window:红页L1HF:17:6,flow_feature:红页L1HF:17:6
669,时间窗 W006,砂比特征,"砂比变化 起12→止1.7，变化-10.3，均值11.8321，范围[1.7, 13]",E00287,E00291,time_window:红页L1HF:17:6,sand_feature:红页L1HF:17:6
670,段 17,包含时间窗,时间窗 W007,E00261,E00292,segment:红页L1HF:17,time_window:红页L1HF:17:7
671,时间窗 W007,采用液型,0.12%减阻水@时间窗 W007,E00292,E00293,time_window:红页L1HF:17:7,fluid_usage:红页L1HF:17:7:0.12%减阻水
672,0.12%减阻水@时间窗 W007,液型类别,液型 0.12%减阻水,E00293,E00010,fluid_usage:红页L1HF:17:7:0.12%减阻水,fluid_type:0.12%减阻水
673,0.12%减阻水@时间窗 W007,开始时间,2024-01-12 16:51:50,E00293,,fluid_usage:红页L1HF:17:7:0.12%减阻水,
674,0.12%减阻水@时间窗 W007,结束时间,2024-01-12 17:31:20,E00293,,fluid_usage:红页L1HF:17:7:0.12%减阻水,
675,0.12%减阻水@时间窗 W007,持续时间,39分钟30秒,E00293,,fluid_usage:红页L1HF:17:7:0.12%减阻水,
676,0.12%减阻水@时间窗 W007,泵压特征,"施工泵压变化 起86.44→止89.15，变化2.71，均值86.9114，范围[68.61, 91.88]",E00293,E00294,fluid_usage:红页L1HF:17:7:0.12%减阻水,pressure_feature:红页L1HF:17:7
677,0.12%减阻水@时间窗 W007,排量特征,"排量变化 起22.77→止9.2，变化-13.57，均值16.39，范围[7.12, 22.77]",E00293,E00295,fluid_usage:红页L1HF:17:7:0.12%减阻水,flow_feature:红页L1HF:17:7
678,0.12%减阻水@时间窗 W007,砂比特征,"砂比变化 起4.1→止2.1，变化-2，均值7.3789，范围[1.6, 10.1]",E00293,E00296,fluid_usage:红页L1HF:17:7:0.12%减阻水,sand_feature:红页L1HF:17:7
679,时间窗 W007,施工特征,"施工泵压变化 起86.44→止89.15，变化2.71，均值86.9114，范围[68.61, 91.88]",E00292,E00294,time_window:红页L1HF:17:7,pressure_feature:红页L1HF:17:7
680,时间窗 W007,施工特征,"排量变化 起22.77→止9.2，变化-13.57，均值16.39，范围[7.12, 22.77]",E00292,E00295,time_window:红页L1HF:17:7,flow_feature:红页L1HF:17:7
681,时间窗 W007,砂比特征,"砂比变化 起4.1→止2.1，变化-2，均值7.3789，范围[1.6, 10.1]",E00292,E00296,time_window:红页L1HF:17:7,sand_feature:红页L1HF:17:7
682,段 17,包含时间窗,时间窗 W008,E00261,E00297,segment:红页L1HF:17,time_window:红页L1HF:17:8
683,时间窗 W008,采用液型,0@时间窗 W008,E00297,E00298,time_window:红页L1HF:17:8,fluid_usage:红页L1HF:17:8:0
684,0@时间窗 W008,液型类别,液型 0,E00298,E00044,fluid_usage:红页L1HF:17:8:0,fluid_type:0
685,0@时间窗 W008,开始时间,2024-01-12 17:31:30,E00298,,fluid_usage:红页L1HF:17:8:0,
686,0@时间窗 W008,结束时间,2024-01-12 18:21:00,E00298,,fluid_usage:红页L1HF:17:8:0,
687,0@时间窗 W008,持续时间,49分钟30秒,E00298,,fluid_usage:红页L1HF:17:8:0,
688,0@时间窗 W008,泵压特征,"施工泵压变化 起89.52→止0，变化-89.52，均值85.4655，范围[0, 92.17]",E00298,E00299,fluid_usage:红页L1HF:17:8:0,pressure_feature:红页L1HF:17:8
689,0@时间窗 W008,排量特征,"排量变化 起9.2→止0，变化-9.2，均值8.2956，范围[0, 9.66]",E00298,E00300,fluid_usage:红页L1HF:17:8:0,flow_feature:红页L1HF:17:8
690,0@时间窗 W008,砂比特征,砂比变化：0,E00298,E00301,fluid_usage:红页L1HF:17:8:0,sand_feature:红页L1HF:17:8
691,时间窗 W008,施工特征,"施工泵压变化 起89.52→止0，变化-89.52，均值85.4655，范围[0, 92.17]",E00297,E00299,time_window:红页L1HF:17:8,pressure_feature:红页L1HF:17:8
692,时间窗 W008,施工特征,"排量变化 起9.2→止0，变化-9.2，均值8.2956，范围[0, 9.66]",E00297,E00300,time_window:红页L1HF:17:8,flow_feature:红页L1HF:17:8
693,时间窗 W008,砂比特征,砂比变化：0,E00297,E00301,time_window:红页L1HF:17:8,sand_feature:红页L1HF:17:8
694,井 红页L1HF,包含段,段 18,E00001,E00302,well:红页L1HF,segment:红页L1HF:18
695,段 18,包含时间窗,时间窗 W001,E00302,E00303,segment:红页L1HF:18,time_window:红页L1HF:18:1
696,时间窗 W001,采用液型,未标注液型@时间窗 W001,E00303,E00304,time_window:红页L1HF:18:1,fluid_usage:红页L1HF:18:1:未标注液型
697,未标注液型@时间窗 W001,液型类别,液型 未标注液型,E00304,E00004,fluid_usage:红页L1HF:18:1:未标注液型,fluid_type:未标注液型
698,未标注液型@时间窗 W001,开始时间,2024-01-13 16:02:20,E00304,,fluid_usage:红页L1HF:18:1:未标注液型,
699,未标注液型@时间窗 W001,结束时间,2024-01-13 16:02:20,E00304,,fluid_usage:红页L1HF:18:1:未标注液型,
700,未标注液型@时间窗 W001,持续时间,0秒,E00304,,fluid_usage:红页L1HF:18:1:未标注液型,
